Family_Name	Name	Resources_Annotated	Sources_Annotated	Resources_Computed	Sources_Computed
Hoffman	John L.	0	0	1	1
Anan	Baramee Peper	0	0	1	1
Brown	Kelsey F.	0	0	1	1
Vong	Linda K.	0	0	1	1
Bresciani	Marilee J.	0	0	1	1
Monzon	Reynaldo	0	0	1	1
Oyler	Jessica	0	0	1	1
Anania	Teberh	0	0	1	1
Anastasopoulos	Antonis	0	0	1	1
Markantonatou	Stella	0	0	2	2
Maistros	Yanis	0	0	1	1
Anastassiadis-Syméonidis	Anna	0	0	1	1
Anbessa	Teferra	0	0	7	7
Veldkamp	F.	0	0	1	1
Ancessi	V.	0	0	3	3
Anchimbe	Eric A.	0	0	2	2
Barmic and	M. Ja.	0	0	1	1
Hellan	Lars	0	0	5	6
Beermann	Dorothée	0	0	1	1
Andenes	Eli S.	0	0	1	1
Beermann	Dorothee	0	0	3	3
Andenes	Eli Saetherø	0	0	1	1
Andereggen	Anton	0	0	1	1
Anders	H. D.	0	0	2	2
Andersen	Suree	0	0	1	1
Andersen	Francis A.	0	0	1	1
Forbes	A. Dean	0	0	1	1
Gonnerman	Laura M.	0	0	2	2
Seidenberg	Mark S.	0	0	2	2
Andersen	Elaine S.	0	0	2	2
Andersen	Roger W.	0	0	4	4
Shirai	Yasuhiro	0	0	2	2
Swiggers	Pierre	0	0	10	10
Andersen	Hanne Leth	0	0	1	1
Skytte	Gunver	0	0	2	2
Andersen	T.	0	0	1	1
Andersen	Paul Kent	0	0	2	2
Andersen	Gisle	0	0	1	1
Gaby	Alice	0	0	7	7
Lecarme	Jaqueline	0	0	1	1
Anderson	Victoria	0	0	2	3
Ko	Insung	0	0	1	1
Choo	Miho	0	0	1	1
Dekydtspotter	Laurent	0	0	3	3
Anderson	Bruce	0	0	2	2
Sprouse	Rex A.	0	0	3	3
Eggert	Randall	0	0	1	1
Magallón	Sofia de	0	0	5	5
Koontz	Carol	0	0	6	8
Anderson	Joanne	0	0	2	2
Anderson	V. A.	0	0	1	1
McElroy	W. F.	0	0	1	1
McKee	G. T.	0	0	1	1
Njeck	Mathaus	0	0	1	1
Otsuka	Yuko	0	0	1	2
Pilling	James Constantine.	0	0	2	3
Anderson	Alexander Caulfield	0	0	1	1
Anderson	Judi Lynn	0	0	1	1
Diane Poole	comps	0	0	1	1
Randall	Eggert	0	0	1	1
Roque	Hilario Concepción	0	0	1	1
Anderson	Lloyd B.	0	0	1	2
Vago	Robert	0	0	3	3
Anderson	G.D.S.	0	0	1	1
Zide	N.H.	0	0	2	2
Anderson	Gregory D.s.	0	0	1	1
Zide	Norman H	0	0	1	1
Anderson	Torben	0	0	1	1
Anderson	Coleen G.	0	0	1	1
Anderson	Stephen R	0	0	1	1
Anderson	Cori	0	0	2	2
Anderson	W. G.	0	0	1	2
Anderson	[Capt.]	0	0	1	1
Anderson	Catherine	0	0	1	1
Anderson	James M.	0	0	2	2
Anderson	A. O.	0	0	2	2
Anderson	T.	0	0	1	1
Anderson	Gisle	0	0	1	1
Anderson	Joan	0	0	1	1
Mykhaylyk	Roksolana	0	0	2	2
Ko	Heejeong	0	0	3	3
Anderssen	Merete	0	0	3	3
Bentzen	Kristine	0	0	2	2
Westergaard	Marit	0	0	3	3
Bohnacker	Ute	0	0	4	4
Rosén	Christina	0	0	3	3
Rodina	Yulia	0	0	2	2
Rindstedt	Camilla	0	0	1	1
Andersson	Karin	0	0	1	1
Andersson	Karl Johan	0	0	1	1
Anderton	Alice J.	0	0	1	1
Andor	L.E.	0	0	1	1
Andorno	Cecilia	0	0	1	1
Andrade	Rosa	0	0	1	1
Andrade	Pablo	0	0	1	1
de Andrade	Aroldo	0	0	1	1
Mateus	Maria Helena Mira	0	0	4	4
Andrade	Ernesto	0	0	1	1
Andrade	Aroldo Leal de	0	0	1	1
Namiuti-Temponi	Cristiane	0	0	1	1
Andre	Alestine.	0	0	2	2
Kritsch	Ingrid	0	0	2	2
André	Géraldine	0	0	1	1
Bals	Berit-Anne	0	0	1	1
Andreassen	Helene Norgaard	0	0	1	1
Racine	Isabelle	0	0	3	3
Andreassen	Helene	0	0	1	1
Gess	Randall	0	0	7	7
Lyche	Chantal	0	0	6	6
Meisenburg	Trudel	0	0	10	11
Andreassen	Helene N.	0	0	1	1
Engdahl	Elisabet	0	0	2	2
Andréasson	Maia	0	0	2	2
Börjars	Kersti	0	0	3	3
Sirotkin	Michail Ja.	0	0	1	1
Andreev	N. A.	0	0	1	1
Zimmerer	Frank	0	0	1	1
Jügler	Jeanin	0	0	1	1
Andreeva	Bistra	0	0	1	1
Möbius	Bernd	0	0	2	2
Trouvain	Jürgen	0	0	1	1
Andrés	Domingo	0	0	1	1
Juan	José	0	0	1	1
López	Leandro	0	0	1	1
Peñalosa	Fernando	0	0	1	1
Andrés	María del Puig	0	0	1	1
Andreson	Alfred E.	0	0	1	1
Andrews	Avery D.	0	0	2	2
Andrews	Clarence LeRoy	0	0	1	1
Andrianoff	David I.	0	0	1	1
Andronis	M.	0	0	1	1
Dasko	Matvej A.	0	0	1	1
Makarenko	Vladimir A.	0	0	1	1
Navrozov	L.	0	0	1	1
Andronov	M.	0	0	1	1
Andronov	Aleksey V.	0	0	1	1
Androutsopoulos	Jannis	0	0	3	3
Georgakopoulou	Alexandra	0	0	4	4
Androutsopoulou	Antonia	0	0	1	1
Andruski	Jean E.	0	0	1	1
Galaal	Muuse Haaji Ismaaʻiil	0	0	2	2
Andrzejewski	Bolesław	0	0	1	1
Andrzejewsky	B. W.	0	0	2	2
Obolensky	Serge	0	0	2	2
Zelelie	Debebow	0	0	2	2
Andualem	Mulugeta	0	0	2	2
Andvik	Eric	0	0	1	1
Angas	George French	0	0	1	1
Angdu	Soman	0	0	1	1
Angelelli	Claudia V.	0	0	1	1
Angelelli	Claudia	0	0	1	1
de Angelis	Angela	0	0	1	1
Angelopoulos	Nikos	0	0	1	1
Sportiche	Dominique	0	0	6	6
Angelopoulos	Nikolaos	0	0	1	1
Angenot	Geralda de Lima V.	0	0	4	4
Santos	Jeneci C. dos	0	0	1	1
Angenot	Geralda de Lima Victor	0	0	3	3
Angenot	Jean Pierre	0	0	1	1
Angenot-de Lima	Geralda	0	0	3	3
Mukubi	Wamushiya Ilunga	0	0	2	2
Anggan	Danikmam	0	0	1	1
Gann	Anggan Lugen	0	0	1	1
Danikmam		0	0	1	1
Gann	Lugen	0	0	1	1
Anghelescu	Andrei	0	0	1	1
Lam	Zoe Wai-Man	0	0	3	3
Angrand	Armand Pierre	0	0	2	2
Varma	Siddhe|shvar	0	0	1	1
Angrup	K.	0	0	1	1
Angsotinge	Gervase Tuobataabaaro	0	0	1	1
Kresić	Marijana	0	0	1	1
Angster	Mia Batinić	0	0	1	1
Diewald	Gabriele	0	0	2	2
Freeland	J. S.	0	0	1	1
Angus	H. Crawford	0	0	1	1
Stowasser	Karl	0	0	2	3
Ani	Moukhtar	0	0	1	1
Anikap	Honenuo	0	0	1	1
Uwang	Boko Zinkawa Gworeka	0	0	1	1
Anikin	Aleksandr E.	0	0	1	1
Anishchanka	Alena V.	0	0	1	1
Anjo	Sandra Maria Dias	0	0	1	1
Harkins, Jean& Wierzbicka, Anna	?	0	0	1	1
Annan	Joseph Crosby	0	0	1	1
Annett	Mary	0	0	2	2
Bartels	Francis Lodowic	0	0	3	3
Annobil	J. A.	0	0	1	1
Annobil	J.A.	0	0	1	1
Annoni	Marco	0	0	1	1
Anoka	Kemjika	0	0	1	1
Anonymus	None	0	0	2	2
Guillén	N.	0	0	1	1
Ans	André-Marcel d'.	0	0	1	1
Ansab	S.L.	0	0	1	1
Szeto	Pui Yiu	0	0	1	1
Matthews	Steven	0	0	1	1
Anschutz	Arlea	0	0	1	1
Anscombe	A.	0	0	1	1
Anscombre	Jean-Claude	0	0	1	1
Anselmo	L.	0	0	3	3
Salazar	M. Gutiérrez	0	0	1	1
Anshen	F.	0	0	1	1
Aronoff	Mark	0	0	8	9
Ansorge	William John	0	0	1	1
Anstey	Matthew P.	0	0	2	2
Ant	White	0	0	1	1
Antal	László	0	0	2	2
Kotek	Hadas	0	0	1	1
Erlewine	Michael Yoshitaka	0	0	2	2
Bade	Nadine	0	0	3	3
Berezovskaya	Polina	0	0	2	2
Anthea	Schöller	0	0	1	1
Anthonissen	Christine	0	0	2	2
Anthony	Edward M.	0	0	2	2
Anthony	Michael	0	0	1	1
Antia	Bassey	0	0	1	1
Antinori	Orazio	0	0	1	1
Antinucci	Francesco	0	0	3	5
Publielli	Annarita	0	0	1	1
Antoine	Fabrice	0	0	1	1
Antolínez	Gilberto	0	0	2	2
Sode	Frank	0	0	1	1
Antomo	Mailin	0	0	2	2
Müller	Sonja	0	0	2	2
Antonelli	André Luis	0	0	1	1
Bazán	Rodríguez	0	0	1	1
Antonio	Luis	0	0	1	1
Antonov	N. K.	0	0	1	1
Antos	Gerd	0	0	3	3
Ventola	Eija	0	0	2	2
Weber	Tilo	0	0	1	1
Anttila	Arto	0	0	2	2
Anttila	Raimo	0	0	2	2
Antunes	Maria Aparecida Domingos	0	0	1	1
Antunes	Gabriel	0	0	1	1
Antwerp	Alanna van	0	0	1	1
Antwi-Akowuah	Thomas	0	0	1	1
Antzakas	Klimis	0	0	1	1
Anuafor	Pius	0	0	1	1
Givi Ahmadi	Hassan	0	0	1	1
Anvari	Hassan	0	0	1	1
Jager	W.H.H.	0	0	1	1
Anwir	B. S.	0	0	2	2
Anwyl	T.C.	0	0	1	1
Anyidoho	Akosua	0	0	1	1
Walker	Deward E.	0	0	1	1
Aoki	Paul K.	0	0	1	1
Aoki	H.	0	0	1	1
Aouad	A.	0	0	1	1
Vasile	Aurelia	0	0	1	1
Guillaume	Séverine	0	0	1	1
Aouini	Mourad	0	0	1	1
Aoun	Joseph	0	0	1	1
Aoyama	Katsura	0	0	1	1
Guion	Susan G.	0	0	6	6
Flege	James Emil	0	0	4	4
Yamada	Tsuneo	0	0	1	1
Apai	Margret	0	0	1	1
James	Jan	0	0	1	1
Vanaria	Neil	0	0	2	2
Apcin	Vanaria Nixon	0	0	2	2
Neil		0	0	2	2
Apcin	Nixon	0	0	2	2
Apelong	David	0	0	1	1
Ye'misai	John	0	0	1	1
Apkamboi	Jack	0	0	1	1
Pungayoho	Vincent	0	0	1	1
Aperliński	Grzegorz	0	0	1	1
Schwartz	Geoffrey	0	0	5	5
Apfelbaum	Birgit	0	0	1	1
Wadensjö	Cecilia	0	0	1	1
Apidianaki	Marianna	0	0	1	1
Prokopidis	Prokopis	0	0	1	1
Papageorgiou	Haris	0	0	1	1
Apiluck	Tumtavitikul	0	0	1	1
Aplugi	Helena	0	0	1	1
Appenzeller	Heinz	0	0	1	1
Appleby	Leonora L.	0	0	1	1
Appleton	George	0	0	1	1
Appleyard	D.L.	0	0	1	1
Apresjan	Juri D	0	0	1	1
Apridonidze	Shukia	0	0	1	1
Apronti	Eric Ofoe	0	0	1	1
Apronti	E. O.	0	0	1	1
Apter	Andrew	0	0	1	1
Isserlin	Benedikt	0	0	1	1
Aquino	Terry Valle de	0	0	1	1
Iglesias	Marcelo Manuel Piedrafita	0	0	1	1
Arad	Maya	0	0	1	1
ARAGON	Carolina Coelho	0	0	1	1
CABRAL	Ana Suelly Arruda Câmara	0	0	1	1
Aragón	Alejandro García	0	0	1	1
Aragon	Carolina C.	0	0	1	1
Aragon	Carolina Coelho an Ana Suelly Arrunda Câmara Cabral	0	0	1	1
Arana	E.	0	0	1	1
Aranberri	Nora	0	0	1	1
Roturier	Johann	0	0	2	2
Vasco Uribe	Luis Guillermo	0	0	2	2
Aranda	Misael	0	0	2	2
Dagua Hurtado	Abelino	0	0	2	2
Link	Holly	0	0	1	1
Arango	Obed	0	0	1	1
Arango	F.	0	0	1	1
Bacigalupo	Ana Mariella	0	0	3	3
Aranovich	Roberto	0	0	3	3
Baker	M.C.	0	0	1	1
Aranovich	R.	0	0	1	1
Golluscio	L.A.	0	0	1	1
Gollusco	Lucía A.	0	0	1	1
Gollusio	Lucı́a	0	0	1	1
Arany	László A.	0	0	1	1
Aráoz	Dora	0	0	1	1
Salas	Américo	0	0	1	1
Araraso	Neha	0	0	1	1
Ararso	Nega	0	0	1	1
Aravind	Athulya	0	0	1	1
Mel'čuk	Igor	0	0	3	3
Arbatchewsky-Jumarie	Nadia	0	0	1	1
Dagenais	Louise	0	0	1	1
Elnitsky	Léo	0	0	1	1
Iordanskaja	Lidi­ja	0	0	1	1
Lefebvre	Marie-Noëlle	0	0	1	1
Mantha	Suzanne	0	0	1	1
Arber	H.B.	0	0	1	1
Lilley	H.A.	0	0	1	1
Arbin	Arne	0	0	1	1
Vázquez y del Árbol	Esther	0	0	2	3
Arcamone	Maria Giovanna	0	0	1	1
Archakis	Argiris	0	0	2	2
Papazachariou	Dimitris	0	0	2	2
Tsami	Vasia	0	0	1	1
Skoura	Eirini	0	0	1	1
Archangeli	Diana	0	0	8	8
Hammond	Michael	0	0	3	3
Chen	Yan	0	0	1	1
Bell	Elise	0	0	1	1
Carnie	Andrew	0	0	14	17
Ussishkin	Adam	0	0	2	2
Fisher	Muriel	0	0	3	3
Davis	Andréa	0	0	1	1
Domínguez	Laura	0	0	7	8
Arche	María J.	0	0	2	3
Chan	Harvey	0	0	1	1
Jacob	Heather	0	0	1	1
Kapia	Enkeleida	0	0	2	2
Dominguez	Laura	0	0	1	1
Hicks	Glyn	0	0	2	2
Tracy-Ventura	Nicole	0	0	2	2
Arche	Maria J.	0	0	1	1
Mitchell	Rosamond	0	0	4	4
Myles	Florence	0	0	4	4
Archer	W. G.	0	0	2	2
Archer	Mildred	0	0	1	1
Margaza	Panagiota	0	0	2	2
Bel	Aurora	0	0	3	3
O’Brien	Mary Grantham	0	0	1	1
Shea	Christine	0	0	1	1
Archibald	John	0	0	2	2
Archibald	Jane Erica	0	0	1	1
Arcidiacono	Francesco	0	0	1	1
Pontecorvo	Clotilde	0	0	1	1
Arcodia	Giorgio F.	0	0	1	1
Basciano	Bianca	0	0	2	2
Melloni	Chiara	0	0	1	1
Ard	John	0	0	1	1
Areia	Manuel Laranjeira Rodrigues de	0	0	1	1
Arellano	Inocencia	0	0	1	1
Everdell	Michael	0	0	2	2
Aremu	Olaleye	0	0	1	1
De Jong	Nicolaas	0	0	2	2
Argente	Joan A.	0	0	1	1
Arguedas	G.R.	0	0	1	1
Arguelles	Alexander	0	0	1	1
Kim	Jongrok	0	0	1	1
Argüello	Benjamín	0	0	1	1
Wakeford	T.	0	0	1	1
Walters	M.	0	0	1	1
Argumedo	A.	0	0	1	1
Silva	E. Costa e	0	0	1	1
Dutfield	G.	0	0	1	1
Plenderleith	K.	0	0	1	1
Arhin	Kwame	0	0	2	2
Sánchez-Alvarado	Covadonga	0	0	1	1
Arias	Alba	0	0	1	1
García Fernández	Eduardo	0	0	1	1
McAlister	Isaac	0	0	1	1
Armstrong	Meghan E.	0	0	2	2
Arias	Jorge	0	0	1	1
Hildebrand	Elizabeth Reichel de von	0	0	1	1
Lleó	Conxita	0	0	11	11
Arias	Javier	0	0	2	2
Ariel	Chanan	0	0	1	2
Doron	Edit	0	0	3	4
Rappaport-Hovav	Malca	0	0	1	1
Reshef	Yael	0	0	2	2
Taube	Moshe	0	0	1	1
Soemargono	Farida	0	0	1	1
Arifin	Winarsih	0	0	1	1
Makaroğlu	Bahtiyar	0	0	1	1
Bekar	İpek Pınar	0	0	1	1
Arik	Engin	0	0	1	1
Arima	Michiko	0	0	1	1
Inagaki	Shunji	0	0	2	4
Barner	David	0	0	7	8
Hirakawa	Makiko	0	0	3	3
Arita	Setsuko	0	0	1	1
Hirakawa	Yahiro	0	0	1	1
Morikawa	Hiromi	0	0	1	1
Nakayama	Mineharu	0	0	2	2
Sirai	Hidetosi	0	0	1	1
Tsubakita	Jessika	0	0	1	1
Bosma	Evelyn	0	0	1	1
Arjen	Versloot	0	0	1	1
Ross	Malcom	0	0	3	3
Arka	I. Wayan	0	0	1	1
Arkaifie	Richard	0	0	1	1
Arkell	Anthony John	0	0	1	1
Azarbonyad	Hosein	0	0	1	1
Dehghani	Mostafa	0	0	1	1
Beelen	Kaspar	0	0	1	1
Arkut	Alexandra	0	0	1	1
Marx	Maarten	0	0	1	1
Kamps	Jaap	0	0	1	1
Arkwookerum	Meredith	0	0	1	1
Woolla	Christobel	0	0	1	1
Woola	Ella	0	0	1	1
Arlett	W.	0	0	1	1
Armagost	James L.	0	0	3	3
Wistrand-Robinson	Lila	0	0	3	3
Armand	Alain	0	0	1	2
Armendáriz	Rolando Féliz	0	0	1	1
Armendáriz	Rolando Gpe. Félix	0	0	1	1
Armentia	Fray Nicolás de	0	0	2	2
Armentia	Nicolás de	0	0	1	1
Armez	Robert	0	0	1	1
Meir	Natalia	0	0	1	1
Koskinen	Päivi	0	0	1	1
Hassan	Irene	0	0	3	3
Halud	Nurhadan	0	0	3	3
Beeching	Kate	0	0	2	2
Armstrong	Nigel	0	0	1	1
Gadet	Françoise	0	0	1	1
Cruz	Marisa	0	0	3	3
Armstrong	A.	0	0	2	2
Russell	M.	0	0	1	1
Armstrong	Lilias E.	0	0	1	1
Armstrong	L. E.	0	0	1	1
Armstrong	Lilias Eveline	0	0	2	2
Armstrong	Lillias Eveline	0	0	1	1
Armstrong	Grant	0	0	1	1
Arnáiz	Carmen	0	0	1	1
Árnason	Kristján	0	0	2	2
Árnason	K. R.	0	0	1	1
Renner	Vincent	0	0	2	2
Maniez	François	0	0	1	1
Arnaud	Pierre J. L.	0	0	1	1
Arnaud	Pierre	0	0	1	1
Arnaud	L.	0	0	1	1
Arnauld	Antoine	0	0	3	3
Lancelot	Claude	0	0	3	3
Arnaut	Karel	0	0	1	1
Blommaert	Jan	0	0	5	5
Arnbjoernsdottir	Birna	0	0	1	1
Lane	A.B.	0	0	3	3
Soodyall	Himla	0	0	2	2
Arndt	Susan	0	0	1	1
Ratshikhopha	M.E.	0	0	1	1
Jonker	E.	0	0	1	1
Freeman	C.	0	0	1	1
Young	L.	0	0	1	1
Morar	B.	0	0	1	1
Toffie	L.	0	0	1	1
Arndt	Daria	0	0	1	1
Arndt	Erwin	0	0	1	1
Arnett	Nathan	0	0	1	1
Bennett	Ryan	0	0	3	3
von Arnim	Achim	0	0	1	1
Arnold	Denise Y.	0	0	3	6
Jiménez	D.	0	0	1	1
Tito	M.	0	0	1	1
Tomaschek	Fabian	0	0	3	3
Wieling	Martijn	0	0	4	4
Arnold	Denis	0	0	1	1
Baayen	R. Harald	0	0	16	17
Faghiri	Pegah	0	0	5	7
Samvelian	Pollet	0	0	8	10
Arnold	Doug	0	0	1	1
Butt	Miriam	0	0	14	14
Holloway King	Tracy	0	0	3	3
Muller	Stefan	0	0	2	2
Arnold	Roland	0	0	2	2
Hansen	Klaus	0	0	2	2
Mettke	Hans	0	0	1	1
Thomas	Kenny	0	0	1	1
Mishler	Craig (editor)	0	0	1	1
Arnold	Irene (transcriber)	0	0	1	1
Holton	Gary. (transcriber)	0	0	2	2
Arnold	Irene	0	0	3	3
Thoman	Richard	0	0	2	2
Arnold	Irene (speaker)	0	0	1	1
Arnold	Jennifer	0	0	3	3
Arnold	Thierry	0	0	2	2
Tal	Shira	0	0	1	1
Arnon	Inbal	0	0	1	1
Arnott	David W.	0	0	1	1
Arntz	Reiner	0	0	1	1
McDERMOTT	R. P.	0	0	1	1
Gospodinoff	Kenneth	0	0	1	1
Aron	Jeffrey	0	0	1	1
Aronne-Amestoy	Lida	0	0	1	1
Cho	Young-mee Yu	0	0	3	3
Haraguchi	Shosuke	0	0	1	1
Shimron	J.	0	0	1	1
Aronson	H. J.	0	0	1	1
Arosemena	F.C.	0	0	1	1
Arosemena	M.A.	0	0	1	1
Arosemena B.	Melquíades A.	0	0	1	1
Arosemena	Frances C.	0	0	1	1
Arotcarena	(Abbe)	0	0	1	1
Arp, Jr., Don	?	0	0	1	1
Arraïchi	Raichid	0	0	1	1
Fagyal	Zsuzsanna	0	0	4	4
Tremblay	Annie	0	0	2	2
Oltra-Massuet	Isabel	0	0	4	4
Doetjes	Jenny	0	0	6	6
Arregui	Ana	0	0	1	1
Cremers	Crit	0	0	1	1
González-López	Cándida	0	0	1	1
Cotto	Lourdes González	0	0	1	1
Zambrana	Pier Angeli LeCompte	0	0	1	1
Corum	Micah	0	0	2	2
Mopsus	Diana Ursulin	0	0	2	2
Arrindell	Rhoda	0	0	1	1
Pierre	Jean Ourdy	0	0	1	1
Luna	Marta Viada Bellido de	0	0	2	2
Chevalier	Jean-Claude	0	0	1	1
Blanche-Benveniste	Claire	0	0	3	3
Arrivé	Michel	0	0	1	1
Peytard	Jean	0	0	1	1
Arrizabalaga	Beatriz Rodriguez	0	0	1	1
Arroyo	Jaime	0	0	1	1
Arroyo	Victor Manuel	0	0	1	1
Arruda	Rinaldo Sérgio Vieira	0	0	1	1
Arsanis	G. V.	0	0	1	1
Arsenijević	Boban	0	0	1	1
Sio	Joanna U.-S.	0	0	1	1
Maviş	İlknur	0	0	2	2
Arslan	Seçkin	0	0	1	1
Aydin	Özgür	0	0	1	1
Arslanov	L. S.	0	0	3	3
Artawa	Ketut	0	0	3	3
Authier	J.-Marc	0	0	2	2
Arteaga	Deborah L.	0	0	1	1
Herschensohn	Julia	0	0	11	11
Arteaga	Debora	0	0	1	1
Arteaga	Deborah	0	0	1	1
Arteatx	Iñigo	0	0	3	3
Haddican	Bill	0	0	5	7
Arthus	Gotthard	0	0	1	1
Lakarra	Joseba A.	0	0	2	2
Jon	Ortiz de Urbina	0	0	1	1
Artigas	Esther	0	0	1	1
Garachana Camarero	Mar	0	0	1	1
Artowicz	Elżbieta	0	0	1	1
Artuso	Christian	0	0	1	1
Escudero	Paola	0	0	4	4
Boersma	Paul	0	0	5	6
Arunachalam	Sudha	0	0	3	3
Kaiser	Elsi	0	0	5	5
Williams	Alexander	0	0	1	1
Syrett	Kristen	0	0	3	3
Chen	YongXiang	0	0	1	1
Martin	Fabienne	0	0	2	2
Żygis	Marzena	0	0	4	4
Jaskuła	Marek	0	0	1	1
Mennen	Ineke	0	0	4	4
Arvelo	Lilliam	0	0	1	2
Arvelo-Jiménez	Nelly	0	0	2	2
Asai	Take	0	0	1	1
Murasaki	Kyoko	0	0	1	1
Omodaka	Hisataka	0	0	1	1
Asami	Toru	0	0	1	1
Ikegami	Teizo	0	0	1	1
Ide	Itaru	0	0	1	1
Ito	Haku	0	0	1	1
Kawabata	Yoshiaki	0	0	1	1
Kinoshita	Masatoshi	0	0	1	1
Kojima	Noriyuki	0	0	1	1
Sakakura	Atsuyoshi	0	0	2	2
Satake	Akihiro	0	0	2	2
Nishimiya	Kazutami	0	0	1	1
Hashimoto	Shiro	0	0	1	1
Crezee	Ineke H.M.	0	0	3	3
Asano	Teruko	0	0	1	1
Asao	Yoshihiko	0	0	1	1
Asarina	Alya	0	0	1	1
Holt	Anna	0	0	1	1
Lau	Ellen	0	0	1	1
Socolof	Michaela	0	0	2	2
Clarke	Nancy	0	0	1	1
Asatiani	Rusudan	0	0	4	4
Musan	Renate	0	0	1	1
Portelance	Eva	0	0	1	1
Asatryan	M.	0	0	1	1
Song	Y.	0	0	1	1
Whitmal	A.	0	0	1	1
Dawson de Aschmann	Elisa	0	0	1	1
Aschwanden	H.	0	0	1	1
Sisinama	Po	0	0	1	1
Aseani		0	0	1	1
Asela	Tina	0	0	1	1
Ashbee	Henry Spencer	0	0	1	1
Clancy	Patricia M.	0	0	6	6
Kato	Mary A.	0	0	5	5
Perissinotto	Giorgio	0	0	3	3
Raposo	Eduardo	0	0	3	3
Vallduví	Enric	0	0	1	1
Ashby	Andrés Shaver	0	0	1	1
Ashcom	B. B.	0	0	1	1
Goodell	B. E.	0	0	1	1
Asher	Ronald E.	0	0	1	1
Kumari	T.C.	0	0	1	1
Asher	Nicholas	0	0	1	1
Sablayrolles	Pierre	0	0	1	1
Asherov	Daniel	0	0	1	1
Bat-El	Outi	0	0	4	4
Ashley	Seymour Ashley	0	0	1	1
Hassan	Irene U.	0	0	1	1
Ashley	Seymour A.	0	0	1	1
Ashley	Mary L.	0	0	1	1
Ashmun	Lawrence F.	0	0	1	1
Ashrif	M.I.	0	0	1	1
Sidibe	B.	0	0	1	1
Kush	Dave	0	0	3	3
Ashton	Neil	0	0	1	1
Chereches	Anca	0	0	1	1
Lutz	David	0	0	2	2
Mulira	E.	0	0	1	1
Ndawula	E.	0	0	1	1
Turner	A.	0	0	1	1
Ashton	W.	0	0	1	1
Ashton	Edmund Hugh	0	0	3	3
Ashton	E.	0	0	1	1
Asinofu	J.	0	0	1	1
Asinovskiy	A. S.	0	0	2	2
Golovko	Evgeniy V.	0	0	2	2
Vakhtin	Nikolai Borisovich	0	0	3	3
Golovko	Evgeniy V	0	0	2	2
Contemori	Carla	0	0	2	2
Asiri	Ohood	0	0	1	1
Irigoyen	Elva Deida Perea	0	0	1	1
Asiwaju	A. I.	0	0	1	1
Salehi	Bahar	0	0	1	1
Askarian	Narjes	0	0	1	1
Fazly	Afsaneh	0	0	1	1
Askedal	John Ole	0	0	2	2
Askeland	Christian	0	0	1	2
Aski	Janice M.	0	0	1	1
Asmah	Haji Omar	0	0	1	1
Asmeret	Kidane Mariam	0	0	1	1
Asmerom	Legesse	0	0	1	1
Steensig	Jakob	0	0	3	3
Asmuß	Birte	0	0	1	1
Rountree	Catherine	0	0	1	1
Asongwed	Tah	0	0	1	1
Assam	Blanche Nyangone	0	0	1	1
Assebe	Buli	0	0	1	1
Assimakopoulos	Stavros	0	0	1	1
Assmann	Anke	0	0	1	1
ASSOCIATION	AMERICAN ANTHROPOLOGICAL	0	0	1	1
Association	Kadazan Dusun Cultural	0	0	1	1
Aster	Tadesse	0	0	1	1
Aston	Guy	0	0	1	1
Burnard	Lou	0	0	1	1
Aston	W. G.	0	0	1	1
Astrain	Antonio	0	0	1	1
Astruc	Lluïsa	0	0	3	3
Vanrell	Maria del Mar	0	0	12	15
Prieto	Pilar	0	0	24	26
Ata	Kento	0	0	2	2
Atayan	Vahram	0	0	1	1
Atchia-Emmerich	Bilkiss	0	0	1	1
Brinneman	Richard Neal	0	0	5	5
Brinneman	Carol G.	0	0	3	3
Atekpani	Mensah	0	0	1	1
Otoua	Tiitowa	0	0	1	1
Sanki	Somso	0	0	1	1
Tagbate	Riantemba	0	0	1	1
Bylund	Emanuel	0	0	2	2
Athanasopoulos	Panos	0	0	2	2
Oostendorp	Marcelyn	0	0	1	1
Vogel	Irene	0	0	7	7
Atifi	Hassan	0	0	1	1
Marcoccia	Michel	0	0	1	1
Tanda	Vincent Ambe	0	0	2	2
Mbufong	[?]	0	0	1	1
Atindogbe	Gratien Gualbert	0	0	4	4
Brindle	Jonathan Allen	0	0	3	3
Atintono	Samuel Awinkene	0	0	2	2
Dakubu	Mary Esther Kropp	0	0	9	9
Nsoh	Ephraim Avea	0	0	1	1
Atiru	Robert S.	0	0	1	1
Atkins	John	0	0	1	1
Atkinson	David	0	0	1	1
Ramblado	Cinta	0	0	1	1
Atkinson	Ronald R.	0	0	1	1
Atkinson	Quentin Douglas	0	0	1	1
Atlamaz	Ümit	0	0	1	1
Mongelli	Alessia	0	0	1	1
Barbi	Veronica	0	0	1	1
Zamperla	Michela Gottardi	0	0	1	1
Atlante	Sandra	0	0	1	1
Forleo	Luana	0	0	1	1
Nesta	Marialisa	0	0	1	1
Massetti	Massimo	0	0	1	1
Pontecorvi	Alfredo	0	0	1	1
Nanni	Simona	0	0	1	1
Farsetti	Antonella	0	0	1	1
Catalano	Oronzo	0	0	1	1
Bussotti	Maurizio	0	0	1	1
Vecchia	Laura Adelaide Dalla	0	0	1	1
Bachetti	Tiziana	0	0	1	1
Martelli	Fabio	0	0	1	1
Rovere	Maria Teresa La	0	0	1	1
Gaetano	Carlo	0	0	1	1
