Family_Name	Name	Resources_Annotated	Sources_Annotated	Resources_Computed	Sources_Computed
Marks	Shula	0	0	1	1
Atmore	Anthony	0	0	1	1
Bruhn de Garavito	Joyce	0	0	9	9
Atoche	Cristina	0	0	1	1
Atoye	Raphael O.	0	0	1	1
Atoyebi	L.	0	0	1	1
Atreya	Lata	0	0	1	1
Singh	Smriti	0	0	1	1
Kumar	Rajesh	0	0	2	2
Atsou	Kodjo Mawussé	0	0	1	1
Atsuhiko	Kato	0	0	1	1
Atsuzawa-Windley	Sonomi	0	0	1	1
Noguchi	Sachiko	0	0	1	1
Atta 	Samuel Ebongkome	0	0	1	1
Attal	Pierre	0	0	1	1
Priego-Valverde	Béatrice	0	0	1	1
Bigi	Brigitte	0	0	1	1
Attardo	Salvatore	0	0	1	1
Pickering	Lucy	0	0	1	1
Gironzetti	Elisa	0	0	1	1
Attenbrow	Val	0	0	1	1
Atterer	Michaela	0	0	1	1
Attia	Mohammed A.	0	0	1	1
Au	Terry Kit-fong	0	0	1	1
Auala	Leonard Nangolo Vilho	0	0	1	1
Auber	Jacques	0	0	3	3
Soulé	Maurice	0	0	1	1
Aubin	George	0	0	1	1
Aubin	Penelope	0	0	1	1
Audubert	Albert	0	0	1	1
Dirim	Inci	0	0	1	1
Kortmann	Bernd	0	0	4	5
Hilpert	Martin	0	0	3	3
Stukenbrock	Anja	0	0	1	1
Szmrecsanyi	Benedikt	0	0	2	2
Auer	J. C. P.	0	0	1	1
di Luzio	Aldo	0	0	1	1
Uhmann	Susanne	0	0	2	2
Janda	Richard	0	0	1	1
Auger	Julie	0	0	6	6
Augerot	J. E.	0	0	1	1
Augi	A.R.	0	0	1	1
Lawal	A.A.	0	0	1	1
Augusta	Félix José de	0	0	1	1
Augusta	F. Félix José de	0	0	2	2
Corrêa	Letícia M. Sicuro	0	0	3	3
Augusto	Marina R. A.	0	0	1	1
Ferrari-Neto	José	0	0	1	1
White	Linda	0	0	1	1
de Aulie	Evelyn W.	0	0	1	1
Aunio	Lotta [Harjula]	0	0	5	5
Hermes	Anne	0	0	6	6
Mücke	Doris	0	0	10	10
Auris	Bastian	0	0	1	1
Aurnague	Michel	0	0	2	2
Plénat	Marc	0	0	2	2
Stosic	Dejan	0	0	1	1
Auroux	Sylvian	0	0	1	1
Mazière	Francine	0	0	2	2
Ausenda	Giorgio	0	0	1	1
Ausensi	Josep	0	0	1	1
Yu	Jianrong	0	0	1	1
Smith	Ryan Walter	0	0	1	1
Ausín	Adolfo	0	0	1	1
Aussant	Émilie	0	0	1	1
Austen	H. H. Godwin	0	0	1	1
Austerlitz	Robert.	0	0	1	1
Hammerich	Louis L.	0	0	1	1
Nacktan	Lena Saska	0	0	2	2
Smith	Marie	0	0	1	1
Austerlitz	R.	0	0	1	1
Kibort	Anna	0	0	2	3
Simpson	Andrew	0	0	7	7
Pittner	Karin	0	0	2	2
Austin	Jennifer R.	0	0	1	1
Engelberg	Stefan	0	0	1	1
Rauh	Gisa	0	0	1	1
Hernández A.	Miguel	0	0	1	1
Nathan	David J.	0	0	2	2
Nathan	D.	0	0	1	1
Austin	Theresa	0	0	1	1
Austin	Jennifer	0	0	1	1
Austin	Peter.	0	0	1	1
Austin	Keith	0	0	1	1
Austin	Herbert Henry [Maj.]	0	0	2	2
Authier	Jean Marc	0	0	1	1
Bartlett	John.	0	0	1	1
Chanal		0	0	1	1
Dunn	John Asher.	0	0	3	3
Hoskins		0	0	1	1
Ingraham		0	0	1	1
Sturgis		0	0	1	1
Authors	Various	0	0	5	5
Barbiers	Sjef	0	0	11	13
Boef	Eefje	0	0	1	2
van der Ham	Margreet	0	0	5	6
De Vogelaer	Gunther	0	0	3	3
Auwera	Johan	0	0	2	2
De Lisser	Tamirand Nnena	0	0	1	1
Morgan	Gareth	0	0	1	1
Restrepo	M. Adelaida	0	0	1	1
Auza	Alejandra	0	0	1	1
Avanchers	Leon des	0	0	1	1
Delais-Roussarie	Élisabeth	0	0	1	1
Post	Brechtje	0	0	4	5
Avanzi	Mathieu	0	0	3	3
Buthke	Carolin	0	0	1	1
Di Cristo	Albert	0	0	2	2
Jun	Sun-Ah	0	0	19	21
Martin	Philippe	0	0	3	4
Sichel-Bazin	Rafeu	0	0	1	1
Lacheret-Dujour	Anne	0	0	1	1
Victorri	Bernard	0	0	1	1
Stark	Elisabeth	0	0	6	6
Cyrino	Sonia	0	0	5	5
Lopes	Ruth	0	0	1	1
Avelar	Juanito	0	0	2	2
Kaminszczik	Sonia	0	0	1	1
Saab	Andrés	0	0	6	6
Lopes	Ruth E. V.	0	0	1	1
de Avelar	Juanito Ornelas	0	0	1	1
Cyrino	Sonia M. L.	0	0	1	1
Avelar	Juanito Ornelas de	0	0	1	1
Clahsen	Harald	0	0	10	11
Aveledo	Fraibet	0	0	1	1
Roca	Iggy	0	0	4	4
Kim	Sahyang	0	0	7	7
Herrera	Esther	0	0	2	2
Butragueño	Pedro Martín	0	0	1	1
Avendaño	Angel	0	0	1	1
Avenne	Cécille van den	0	0	1	1
Averintseva-Klisch	Maria	0	0	2	2
Consten	Manfred	0	0	1	1
Quinn	Michael	0	0	2	2
Averis	Meriel	0	0	1	1
Johnson	Kim	0	0	1	1
van Avermaet	Ernest	0	0	1	1
Mbuya	Benoît	0	0	1	1
Avery	Thomas L.	0	0	1	1
Gili Fivela	Barbara	0	0	5	5
Avesani	Cinzia	0	0	2	2
Barone	Marco	0	0	2	2
Bocci	Giuliano	0	0	6	6
Crocco	Claudia	0	0	4	4
D'Imperio	Mariapaola	0	0	11	11
Giordano	Rosa	0	0	1	1
Marotta	Giovanna	0	0	4	4
Savino	Michelina	0	0	4	4
Sorianello	Patrizia	0	0	2	2
Giordano	Rosella	0	0	1	1
Ավետյան	Սարգիս	0	0	1	1
Avezac-Macaya	Marie Armand Pascal de	0	0	1	1
Avezac	Armand d'	0	0	1	1
Avgustinova	Tania	0	0	3	3
Oliva	Karel	0	0	1	1
Ávila-Jiménez	Bárbara	0	0	1	1
Avila	Eddie	0	0	1	1
Avilova	Natal'ja S.	0	0	1	1
Kinloch	A.M.	0	0	1	1
Avis	Walter S.	0	0	1	1
Avolonto	Aimé B.	0	0	1	1
Avram	Andrei A.	0	0	4	4
Avrorin	Valentin Aleksandrovich	0	0	2	2
Avrutin	Sergey	0	0	1	1
Babyonyshev	Maria	0	0	2	2
Pratha	Nimish K.	0	0	1	1
Avunjian	Natalie	0	0	1	1
Cohn	Neil	0	0	2	2
A.W	Griffin	0	0	1	1
Awal	Abduljebar	0	0	1	1
Awanbor	David	0	0	1	1
Awbery	Gwenllian M.	0	0	2	2
Awbery	G.	0	0	1	1
Awbery	G. M.	0	0	1	1
Davidian	Vazken-Khatchig	0	0	1	1
Sa'idu	Babura Ahmad	0	0	1	1
Malam	Barau	0	0	1	1
Wambu	Onyekachi	0	0	1	1
Awed	Silin A.	0	0	1	1
Underwood	Lillian B.	0	0	1	1
van Wynen	Vivian M.	0	0	1	1
Awedoba	Albert K.	0	0	5	5
Awedoba	Albert Kanlisi	0	0	3	3
Awedyk	Wieslaw	0	0	1	1
Hamans	Camiel	0	0	1	1
Rumaropen	Ben E. W.	0	0	2	2
Aweta	Lodowik	0	0	1	1
Awobuluyi	Oladele	0	0	6	6
Awobuluyi	O.	0	0	1	1
Awolalu	Joseph Omosade	0	0	1	1
Awoniyi	Timothy Adedeji	0	0	1	1
Awouma	J.	0	0	1	1
Awóyalé	[James] [Oladuntoye] Yiwola	0	0	2	2
Awoyale	Yiwola	0	0	2	2
Awoyale	[James] [Oladuntoye] Yiwola	0	0	1	1
Awuku	Ameyo Sena	0	0	1	1
Awuntigi	Ayamga	0	0	1	1
Foster	Michael	0	0	1	1
Foster	Margaret	0	0	1	1
Awuya-Kimbo	Boipa	0	0	1	1
Domao	Maike	0	0	1	1
MondeÔ	Mupemu	0	0	1	1
Nimbo	Nuka	0	0	1	1
Ola	PanÔe	0	0	1	1
Qafirec	Romie	0	0	1	1
RosenaÔ		0	0	1	1
TetegesiÔ		0	0	1	1
Axel	Katrin	0	0	6	8
Wöllstein	Angelika	0	0	1	2
Featherston	Sam	0	0	7	7
Winkler	Susanne	0	0	3	3
Hinterhölzl	Roland	0	0	7	8
Petrova	Svetlana	0	0	7	8
Axel-Tober	Katrin	0	0	1	1
Weiß	Helmut	0	0	3	4
Axelsson	Monica	0	0	1	1
Insaamya	Maxamuud	0	0	1	1
Xaaji	Cabdullaahi	0	0	1	1
Maxamed	Cumar Aw Nuux	0	0	1	2
Axmad	Xuseen Shiikh	0	0	1	2
Maxamed	Maxamed Shire	0	0	1	2
Axmed	Jaamar Axmed	0	0	1	1
Insaamya	Cabdullaahi Xaaji Maxamuud	0	0	1	1
Galaal	Muuse Haaji Ismaa'iil	0	0	1	1
Axmed Axmed	Jaamar	0	0	1	1
Ayachi	Taoufik el	0	0	1	1
Ayachi	Souad el	0	0	1	1
Ayafor	Isaiah Munang	0	0	1	1
Ayafor	Vera Mapi Fozoh	0	0	1	1
Ayalew	Bezza T.	0	0	1	1
Ayalew	Mitiku Birru	0	0	1	1
Ayalew	Bezza Tesfaw	0	0	1	1
Ayambire	Adignongo William	0	0	1	1
Ayda	Demissie	0	0	1	1
Aye	E. U.	0	0	1	1
Ayele	Ezra	0	0	1	1
Ayi	Olabiyi Babalola	0	0	1	1
Matumele	Maliya	0	0	1	1
Ayibite	Pela Asey	0	0	1	1
Epanga	Pombo	0	0	1	1
Nyembwe	Ntita	0	0	6	6
Ayinlola	A. A.	0	0	1	1
Ayinlola	A.A.	0	0	1	1
Aylett	Matthew	0	0	1	1
Turk	Alice	0	0	1	1
Ayliff	John	0	0	2	2
Aylmer	Isabella Elinor [Fenton]	0	0	1	1
Aymemi	Antonio	0	0	1	1
Ayodele	Samuel O.	0	0	1	1
Ayodele	A. M.	0	0	1	1
Ayoola	O. J.	0	0	1	1
Ayoub	Georgine	0	0	2	2
Ayoun	Dalila	0	0	4	4
Cohen	James	0	0	1	1
McAlister	Kara T.	0	0	1	1
Rolstad	Kellie	0	0	1	1
Lithgow	Lithgow Daphne	0	0	1	1
David		0	0	1	1
Aypen		0	0	1	1
Ayto	John	0	0	1	1
Ayukachale	Peter Egbe	0	0	1	1
Ayu'nwi	N. Neba	0	0	2	2
Ayuso	Miguel Hernández	0	0	1	2
Krumholz	Marjorie Kalstrom Dolson	0	0	1	1
Aza	J.P.	0	0	1	1
Azamede	Kokou	0	0	1	1
Azarya	Victor	0	0	1	1
Gaviria	S.V.	0	0	1	1
Azcárate	L.J.	0	0	1	1
de Azcona	Rosemary G. Beam	0	0	1	1
Aze	F. Richard	0	0	2	2
Azennaba	Joseph C.A.	0	0	1	1
Azevedo	Milton Mariano	0	0	1	1
Azevedo	W. d'	0	0	1	1
Aziakpono	P.	0	0	1	1
Aziz	Azza Adel	0	0	1	1
Shohdi	Sahar	0	0	1	1
Osman	Dalia Mostafa	0	0	1	1
Habib	Emad Iskander	0	0	1	1
Aziza	Rose	0	0	2	2
Safir	Ken	0	0	7	7
Aziza	Rose O.	0	0	2	2
Utulu	Don C.	0	0	1	1
Azkarate	Miren	0	0	1	1
Azkue	Resurrección María de	0	0	1	1
Azu	Diana Gladys	0	0	1	1
Azurmendi	Maria-Jose	0	0	1	2
Martínez de Luna	Iñaki	0	0	1	1
de Luna	Iñaki Martínez	0	0	1	1
Azvedo	Milton M.	0	0	1	1
Azymov	Pigam	0	0	1	1
Polacek	Zdenek	0	0	3	3
Azzänä	Mälaku	0	0	1	1
Täsfaye	Tamrat	0	0	1	1
Azzopardi-Alexan­der	Marie	0	0	2	2
B-	Pedro J. Krisólogo	0	0	1	1
D.	Lino Ramiro Pabon	0	0	1	1
B.	Alonso Maffla	0	0	1	1
G.	Mba	0	0	6	6
B.	Chiatoh	0	0	1	1
Klockmann	Heidi	0	0	3	3
B#322;aszczak	Joanna	0	0	1	1
Klimek-Jankowska	Dorota	0	0	2	2
Migdalski	Krzysztof	0	0	5	5
Picabia	Lélia	0	0	4	4
Ba	Sidigui	0	0	1	1
Ba	Amadou Racine	0	0	1	1
Ba	Abdou Bouri	0	0	1	1
Baarle	Peter van	0	0	1	1
Sabajo	M.A.	0	0	1	1
Sindi	Ghulam Hyder	0	0	1	1
Costantini	Francesco	0	0	1	2
Drijkoningen	Frank	0	0	6	6
Meroni	Luisa	0	0	4	4
Pinto	Manuela	0	0	3	3
Cuetos	Fernando	0	0	2	2
Hulk	Aafke	0	0	4	6
Martins	Ana M.	0	0	1	1
Nunes	Jairo	0	0	9	10
Ordóñez	Francisco	0	0	10	10
Balling	Laura Winther	0	0	1	1
Baayen	Harald	0	0	1	1
Bertram	Raymond	0	0	2	2
Schreuder	Robert	0	0	9	11
Chuang	Yu-Ying	0	0	2	2
Lõo	Kaidi	0	0	1	1
Blevins	James P.	0	0	3	3
Nikolaev	Alexandre	0	0	2	2
Moscoso del Prado Martín	Fermín	0	0	1	1
Deutsch	Avital	0	0	4	4
Frost	Ram	0	0	2	2
De Jong	Nivja H.	0	0	1	1
McQueen	James M.	0	0	3	4
Dijkstra	Ton	0	0	2	3
Harald Baayen	R.	0	0	1	1
Levelt	Willem M. J.	0	0	1	1
Ernestus	Mirjam	0	0	6	6
Milin	Petar	0	0	2	2
Kuperman	Victor	0	0	1	1
Kostić	Akesandar	0	0	1	1
Baayen	Harald R.	0	0	1	1
Krott	Andrea	0	0	2	2
Reid	Agnieszka A	0	0	1	1
Marslen-Wilson	William D.	0	0	3	3
Sering	Konstantin	0	0	1	1
Montemagni	Simonetta	0	0	2	2
Tucker	Benjamin V.	0	0	1	1
Ramscar	Michael	0	0	3	3
Roelofs	Ardi	0	0	1	1
Seidensticker	Wilhelm	0	0	3	3
Baba	Ahmad Tela	0	0	5	5
Baba	A.T.	0	0	1	1
Chitoran	Ioana	0	0	8	9
Gerőcs	Mátyás	0	0	1	1
Babarczy	Anna	0	0	2	2
Surányi	Balázs	0	0	3	3
Emonds	Joseph	0	0	2	2
Janebova	Marketa	0	0	1	1
Káldi	Tamás	0	0	1	1
Madarász	Levente	0	0	1	1
Brecht	Richard D.	0	0	1	1
Babcock	Sandra Scharff	0	0	1	1
Babel	Molly	0	0	1	1
Babia	Marina	0	0	2	2
Day	Elsie	0	0	1	1
Beschi	Costanzo Giuseppe	0	0	1	2
Babington	Benjamin Guy	0	0	1	1
Babiniotis	Georgios	0	0	1	1
Babou	Cheikh Anta	0	0	1	1
Babu	M.T. Hany	0	0	1	1
Madhavan	P.	0	0	1	1
Bacanlı	Eyüp	0	0	1	1
Bacciocco	Friedrich Albert	0	0	1	1
Bacevičiūtė	Rima	0	0	1	1
Ivanauskienė	Audra	0	0	1	1
Leskauskaitė	Asta	0	0	1	1
Trumpa	Edmundas	0	0	1	1
Bach	Xavier	0	0	1	1
Esher	Louise	0	0	1	1
Bach	Daniel	0	0	1	1
Bach	Emmon	0	0	3	4
Partee	Barbara H.	0	0	2	3
Kreiman	Jody	0	0	1	1
Ojeda	Almerindo E.	0	0	1	1
Bach	Ulrich	0	0	1	1
Bergman	Brita	0	0	4	5
Bache	Carl	0	0	1	1
Basbøll	Hans	0	0	6	6
Lindberg	Carl-Erik	0	0	1	1
Bachofer	Wolfgang	0	0	1	1
{Symposion zur Mittelhochdeutschen Lexikographie <1985	Hamburg>	0	0	1	1
Backhouse	Anthony E.	0	0	1	1
Backus	Ad	0	0	1	1
Bacon	Edwin F.	0	0	1	1
Bacon	Roger	0	0	1	1
Bacskai-Atkari	Julia	0	0	5	5
Badameli-Kassan	Balaïbaou	0	0	1	1
Badan	Linda	0	0	3	3
Badarneh	Muhammad A.	0	0	1	1
Badawi	El Said	0	0	1	1
Carter	Michael	0	0	1	1
Hinds	Martin	0	0	2	2
Gathercole	Susan E.	0	0	2	2
Willis	Catherine S.	0	0	1	1
Emslie	Hazel	0	0	1	1
Baddeley	Alan D.	0	0	2	2
Gathercole	Susan	0	0	1	1
Papagno	Costanza	0	0	1	1
Šimík	Radek	0	0	9	9
Schöller	Anthea	0	0	1	1
Badecker	William	0	0	4	4
Kuminiak	Frantisek	0	0	1	1
Marušič	Franc	0	0	9	9
Straub	K.	0	0	1	1
Badejo	Bamidele Rotimi	0	0	2	2
Badejo	B. Rotimi	0	0	1	1
Kiraithe	J. M.	0	0	1	1
Baden	N. T.	0	0	1	1
Häussler	Jana	0	0	1	1
Bader	Markus	0	0	7	7
Bader	Yousef	0	0	1	1
Benkeddache	R.	0	0	1	1
Versley	Yannick	0	0	1	1
Meng	Michael	0	0	1	1
Penner	Zvi	0	0	6	6
Bader	Thomas	0	0	2	2
Schmid	Tanja	0	0	2	2
Stolterfoht	Britta	0	0	5	5
Badten	Linda Womkon	0	0	1	2
Kaneshiro	Vera Oori	0	0	1	1
Oori	Marie	0	0	1	1
Kaneshiro	Vera Oovi	0	0	1	1
Bae	Suyoung	0	0	1	1
Garzonio	Jacopo	0	0	4	6
Baechler	Raffaela	0	0	1	1
Seiler	Guido	0	0	4	5
Desmet	Timothy	0	0	1	1
Baecke	Constantijn De	0	0	1	1
Drieghe	Denis	0	0	1	1
Brysbaert	Mark	0	0	1	1
Vonk	Wietske	0	0	1	1
Baehr	Rudolf	0	0	3	3
Wallin	Lars	0	0	2	2
Dively	Valerie	0	0	1	1
Metzger	Melanie	0	0	1	1
Taub	Sarah F.	0	0	1	1
Baer	Anne Marie	0	0	1	1
Schmitz	Dominic	0	0	2	2
Baer-Henney	Dinah	0	0	1	1
Baer	Karl Ernst von	0	0	1	1
Baer	A. S.	0	0	1	1
Kramer	Christina	0	0	1	1
Billings	Loren	0	0	1	1
Baertsch	Karen	0	0	1	1
Baesjou	René	0	0	1	1
Baeteman	Joseph	0	0	2	2
Bagari	Dauda Muhammad	0	0	4	4
Leben	William Ronald	0	0	6	6
Knox	Faye McNair	0	0	2	2
Leben	William R.	0	0	2	2
Bagari	Dauda M.	0	0	1	1
Bagein	R. P.	0	0	1	1
Bagemihl	Bruce	0	0	1	1
Bagetti	Tatiana	0	0	1	1
Sharifian	Farzad	0	0	1	1
Bagheri	Mehri	0	0	1	1
Baglioni	Daniele	0	0	1	1
Barni	Monica	0	0	2	2
Bagna	Carla	0	0	1	1
Ralli	Angela	0	0	9	9
Bağriaçik	Metin	0	0	1	1
Bagshawe	F.J.	0	0	2	4
Dwyer	David J.	0	0	3	3
Bodegie	P.	0	0	1	1
Bague	J. D.	0	0	1	1
Bebb	Rosalind	0	0	1	1
Bah	A.	0	0	1	1
Bahloul	Raja Mallek	0	0	1	1
Bahrani	Mohammad	0	0	1	1
Sameti	Hossein	0	0	1	1
Manshadi	Mehdi Hafezi	0	0	1	1
Bahren	Ss.	0	0	1	1
Bahru	Zergaw Gizaw	0	0	1	1
Modoli	Yut	0	0	1	1
Bai	Yomani	0	0	1	1
Bai	B.L.	0	0	1	1
Reddy	B.R.	0	0	1	1
Bái	Jùnkún 白俊奎	0	0	1	1
Baicchi	Annalisa	0	0	1	1
Baider	Fabienne H.	0	0	1	1
Baier	Martin	0	0	1	1
Baier	Nico	0	0	2	2
Baikie	William Balfour	0	0	2	2
Kirk	John	0	0	1	1
Etxepare	Ricardo	0	0	3	4
Bailey	Laura R.	0	0	2	2
Sheehan	Michelle	0	0	7	9
May	Loeweke Jean	0	0	2	2
Eunice		0	0	2	2
Bailey	Jeffrey	0	0	1	1
Samuel	Cooper	0	0	1	1
Fassi Fehri	Abdelkader	0	0	2	2
Bailey	Richard Anthony	0	0	3	3
Bailey	Charles-James N.	0	0	1	1
Bailey	Laura	0	0	1	1
Bailey	A. C.	0	0	1	1
Bailey	Nicholas A.	0	0	1	1
Bailleul	P.	0	0	1	1
Baines	Thomas	0	0	1	1
Martínez	Vicente	0	0	1	1
Baird	Susan	0	0	1	1
Baird	Brandon O.	0	0	1	1
Solomon	Teferra Abate	0	0	1	1
Menzel	Wolfgang	0	0	1	1
Bairu	Tefla	0	0	1	1
Baisden	Faith	0	0	1	1
Baitchura	Uzbek	0	0	1	1
Bajchev	Bojan	0	0	1	1
Macizo	Pedro	0	0	1	1
Bajo	Mª Teresa	0	0	1	1
Cruz Martín	María	0	0	1	1
Lee	Chungmin	0	0	3	4
Whitman	John	0	0	11	13
Kang	Young-Se	0	0	2	2
Lee	Ik-Hwan	0	0	3	3
Bak	Sung-Yun	0	0	2	2
Kim	Young joo	0	0	2	2
Bak	Jaehee	0	0	1	1
Bak	Edyta	0	0	1	1
Bakaev	Cerkes Chudoevic	0	0	1	1
Bakaev	Cerkes Ch.	0	0	1	1
Bakaev	Ch. X.	0	0	1	1
Aboe Bakar	B. S.	0	0	1	1
Ibrahim	Zainal Abidin	0	0	1	1
Syarifah	H.	0	0	1	1
Baker	Judi	0	0	1	2
Bundgaard-Nielsen	Rikke L.	0	0	1	1
Kroos	Christian	0	0	2	2
Best	Catherine T.	0	0	4	5
Cuervo	Maria	0	0	1	1
Roberge	Yves	0	0	2	2
Petraki	Eleni	0	0	1	1
Baker	Carolyn	0	0	1	1
Emmison	Michael	0	0	2	2
Harvey	M.	0	0	1	1
Baker	B.	0	0	1	1
Hookoomsing	Vinesh Y.	0	0	2	2
Ramnah	Premnath	0	0	1	1
Fon Sing	Guillaume	0	0	1	1
Stewart	Osumuyimen Thompson	0	0	3	3
Baker	Ph.	0	0	3	3
Syea	A.	0	0	3	3
Baker	Paul	0	0	1	1
Vessey	Rachelle	0	0	1	1
Baker	Anne	0	0	1	1
Baker	Kirk	0	0	1	1
Baker	Christopher M. (Kaliko)	0	0	1	1
Baker	C. Lee	0	0	1	1
Baker	D.M.	0	0	1	1
Bakettey	Daniel Backson	0	0	1	1
Bakiri	Mtoro bin Mwinyi	0	0	2	2
van Emde Boas	Evert	0	0	1	1
de Bakker	Mathieu	0	0	1	1
Bakker	Dik	0	0	5	6
Palomo	Rosa	0	0	1	1
Salas Palomo	Rosa	0	0	2	2
Bakker	Egbert J.	0	0	1	1
Bakker	P.	0	0	1	1
Pajak	Bożena	0	0	1	1
Baković	Eric	0	0	2	2
Baksh	Michael G.	0	0	2	2
Bakshi	Indira M.	0	0	1	1
Bakshi	Indira	0	0	1	1
Bal	Willy	0	0	1	1
Bala	Madhu	0	0	1	1
Bala	Haile Yesus	0	0	1	1
Balaban	Victor	0	0	1	1
Balaguer	Claudi	0	0	1	1
Balaisis	V.	0	0	1	1
Balakaev	Maulen B.	0	0	1	1
Kenesbaev	Ismet K.	0	0	2	2
Balakaev	M.B.	0	0	1	1
Balami	Moses	0	0	1	1
Butler	Helen	0	0	1	1
Balas	Anna	0	0	2	2
Rojczyk	Arkadiusz	0	0	2	2
Balasubramanian	T.	0	0	1	1
Balaÿ	Christophe	0	0	1	1
Esmaïli	Hossein	0	0	1	1
Baláz	Peter	0	0	1	1
Darovec	Miloslav	0	0	1	1
Balbach	Anna-Maria	0	0	1	1
Horstkamp	Sarah	0	0	1	1
Gallatin	Albert.	0	0	1	1
Balbi	Adriano	0	0	1	1
Balbir	Nicole	0	0	1	1
Balbir	Jagbans Kishore	0	0	1	1
Balci	Bayram	0	0	1	1
Balcı	Ercan	0	0	1	1
Baldauf, Jr., Richard B.	?	0	0	1	1
Baldauf	Heike	0	0	1	1
Leroy	Anne	0	0	1	1
Balde	Alpha Oumar Kona	0	0	1	1
Baldi	Benedetta	0	0	1	1
Franco	Ludovico	0	0	1	1
Johnston-Staver	Ruth	0	0	1	1
Pawlak	Nina	0	0	4	4
Beguš	Gašper	0	0	2	2
Nazarov	Aleksei I.	0	0	1	1
Björklund	Anna	0	0	1	1
Baldoceda	Blas Puente	0	0	1	1
Baldran	J.	0	0	1	1
Bareiro-Saguier	R.	0	0	1	1
Bender	Emily M.	0	0	9	10
Ghodke	Sumukh	0	0	1	1
Baldwin	Timothy	0	0	2	2
Dridan	Rebecca	0	0	1	1
Pool	Jonathan	0	0	1	1
Colowick	Susan M.	0	0	1	1
Bale	Alan	0	0	2	3
Daly	D.	0	0	1	1
Balee	William	0	0	1	1
Joshi	Pratik	0	0	1	1
Santy	Sebastin	0	0	1	1
Budhiraja	Amar	0	0	1	1
Bali	Kalika	0	0	1	1
Choudhury	Monojit	0	0	1	1
Balitz	Antoine	0	0	1	1
Ball	Martin J.	0	0	2	2
Müller	Nicole	0	0	1	1
Ball	Benjamin Lincoln	0	0	1	1
Ballard	D. Lee	0	0	2	2
Ballarin	Hélène	0	0	1	1
Balles	Irene	0	0	2	2
Ballester	Emilio Nieto	0	0	1	1
Ballmer	Thomas T.	0	0	1	1
Ballone	Francesc	0	0	1	1
Schirru	Carlo	0	0	1	1
Balluta	Andrew	0	0	1	1
Balme	F. N.	0	0	1	1
Baló	Márton András	0	0	1	1
Balogh	Kata	0	0	3	3
Motomura	Yoichi	0	0	1	1
Butler	Alastair	0	0	1	1
Bekki	Daisuke	0	0	2	2
von Heusinger	Klaus	0	0	8	8
Sadeghpoor	Roya	0	0	1	1
Latrouite	Anja	0	0	4	4
Van Valin‚	Robert D.	0	0	1	1
Baltazani	Mary	0	0	6	6
Kainada	Evia	0	0	2	2
Nicolaidis	Katerina	0	0	4	4
Sfakianaki	Anna	0	0	2	2
Lengeris	Angelos	0	0	1	1
Tsiartsoni	Eleni	0	0	1	1
Giakoumelou	Maria	0	0	1	1
Revithiadou	Anthi	0	0	6	6
Topintzi	Nina	0	0	5	5
Baltazart	Didier	0	0	1	1
Kister	Laurence	0	0	1	1
Baltin	Mark	0	0	1	1
Rose-Marie	Déchaine	0	0	1	1
Martina	Wiltschko	0	0	1	1
Balusu	Rahul	0	0	1	1
Balzan	L.	0	0	1	1
Budu	Projet de Traduction de la Bible et d'Alphabétisation en langue	0	0	1	1
Bamata-Subama		0	0	1	1
Bamata-Subama	M.	0	0	1	1
Bamberger	Joan	0	0	2	2
Weiland	Hanna	0	0	1	1
Bambini	Valentina	0	0	1	1
Schumacher	Petra B.	0	0	3	3
Bamgbose	A.	0	0	1	1
Bamisaye	T. O.	0	0	1	1
Bámisilè	Rémí	0	0	1	1
Bammesberger	Alfred	0	0	4	4
Bampembe	Sangadji	0	0	1	1
Bamrung	Panadda	0	0	1	1
Bamuinikile-Mudiasa	S.	0	0	2	2
Bamweneko	Antoinette Ngimbi	0	0	1	1
Banadzem	Joseph Lukong	0	0	1	1
____	Mau Bomahau	0	0	1	1
Irwin	Ruth	0	0	2	2
Hamo	Nime	0	0	1	1
Goro	Aure	0	0	1	1
Galimai	Sera Hawai Molkuri	0	0	1	1
Makeu	Kiama	0	0	1	1
Banai	Masi	0	0	1	1
Banala	Nelson	0	0	1	1
Mattocks	Rich	0	0	2	2
Mattocks	Joyce	0	0	2	2
Payne	Audrey	0	0	5	5
Banasik	Sandie	0	0	1	1
Bancel	Pierre	0	0	3	3
Banchob	Bandhumedha	0	0	1	1
Bancroft	Hubert Howe	0	0	2	2
Banda	Felix	0	0	4	4
Rando	Juan Carlos	0	0	1	1
Pinto	F.	0	0	1	1
González	Ana M.	0	0	1	1
Hernández	M.	0	0	1	1
Larruga	José M.	0	0	1	1
Cabrera	Vicente M.	0	0	1	1
Bandelt	H.-J.	0	0	1	1
Bandhu	Churamani	0	0	1	1
Bandyopadhyay	Debaprasad	0	0	1	1
Bandyopadhyay	S.K.	0	0	1	1
Banerjee	Neil	0	0	2	2
Banerji	Sharbani	0	0	1	1
Banfi	Emanuele	0	0	1	1
Banfield	Alexander W.	0	0	2	2
Macintyre	John Lester	0	0	1	1
Banga	Arina	0	0	2	2
Hanssen	Esther	0	0	2	2
Neijt	Anneke	0	0	2	2
Bangamwabo	François-Xavier	0	0	1	1
Banghart	P.D.	0	0	1	1
Bangs	G.	0	0	1	1
Banguoğlu	Tahsin	0	0	1	1
Banhidi	Zoltan	0	0	1	1
Jokay	Zoltan	0	0	1	1
Szabo	Denes	0	0	1	1
