Glottocode	Sources	Latitude	Longitude	Family	Macroarea
niii1240	6	-5.763	144.518	Nuclear Trans New Guinea [nucl1709]	pacific
kobo1249	12	-5.16446	144.46	Nuclear Trans New Guinea [nucl1709]	pacific
awap1236	14	-6.65534	145.714	Nuclear Trans New Guinea [nucl1709]	pacific
tele1256	20	-5.07444	141.731	Nuclear Trans New Guinea [nucl1709]	pacific
kaul1240	10	-6.08192	149.696	Austronesian [aust1307]	pacific
inok1238	2	-6.32311	145.539	Nuclear Trans New Guinea [nucl1709]	pacific
ziaa1250	15	-7.95814	147.579	Nuclear Trans New Guinea [nucl1709]	pacific
fasu1242	20	-6.62687	143.284		pacific
yele1255	25	-11.3796	154.127		pacific
timb1251	3	-6.06875	147.057	Nuclear Trans New Guinea [nucl1709]	pacific
folo1238	17	-6.86321	144.458	Teberan [tebe1251]	pacific
bahi1254	10	-4.55527	142.832	Sepik [sepi1257]	pacific
kora1294	10	-9.07	149.267	Nuclear Trans New Guinea [nucl1709]	pacific
waff1241	4	-6.55783	146.09	Nuclear Trans New Guinea [nucl1709]	pacific
naba1256	7	-6.42709	146.966	Nuclear Trans New Guinea [nucl1709]	pacific
misi1243	23	-10.6821	152.696	Austronesian [aust1307]	pacific
oloo1241	16	-3.2929	142.131	Nuclear Torricelli [nucl1708]	pacific
iwal1237	4	-7.20938	146.983	Austronesian [aust1307]	pacific
kolu1245	3	-9.42742	150.462	Austronesian [aust1307]	pacific
agar1252	9	-6.20604	145.917	Nuclear Trans New Guinea [nucl1709]	pacific
nort2920	8	-6.51563	145.959	Nuclear Trans New Guinea [nucl1709]	pacific
mana1298	13	-4.19082	142.862	Ndu [nduu1242]	pacific
sioo1240	10	-5.96037	147.353	Austronesian [aust1307]	pacific
roto1249	9	-5.94339	155.154	North Bougainville [nort2933]	pacific
samo1303	14	-6.15496	142.195	East Strickland [east2433]	pacific
kwom1262	10	-4.08721	142.664	Sepik [sepi1257]	pacific
yare1248	9	-9.50651	148.605	Yareban [yare1250]	pacific
amap1240	9	-4.20192	141.658	Left May [left1242]	pacific
siro1249	16	-5.52893	145.994	Nuclear Trans New Guinea [nucl1709]	pacific
wiru1244	8	-6.35863	144.214		pacific
mada1285	3	-3.34342	151.967	Austronesian [aust1307]	pacific
gads1258	12	-6.31631	145.997	Nuclear Trans New Guinea [nucl1709]	pacific
duna1248	18	-5.41439	142.475		pacific
gimi1243	7	-6.42097	145.214	Nuclear Trans New Guinea [nucl1709]	pacific
nobo1238	12	-5.06952	145.712	Nuclear Trans New Guinea [nucl1709]	pacific
binu1245	8	-6.22068	146.102	Nuclear Trans New Guinea [nucl1709]	pacific
chua1250	6	-6.17824	145.139	Nuclear Trans New Guinea [nucl1709]	pacific
dedu1240	6	-6.38206	147.627	Nuclear Trans New Guinea [nucl1709]	pacific
fore1270	11	-6.64473	145.5065	Nuclear Trans New Guinea [nucl1709]	pacific
pate1247	6	-6.91988	146.639	Austronesian [aust1307]	pacific
kwan1278	11	-3.74263	142.711	Sepik [sepi1257]	pacific
komb1272	5	-3.48467	142.694	Nuclear Torricelli [nucl1708]	pacific
auuu1241	11	-3.53277	142.105	Nuclear Torricelli [nucl1708]	pacific
urim1252	7	-3.58018	142.653	Nuclear Torricelli [nucl1708]	pacific
adze1240	19	-6.39394	146.294	Austronesian [aust1307]	pacific
gira1247	4	-5.35342	145.423	Nuclear Trans New Guinea [nucl1709]	pacific
komb1273	5	-6.16163	147.28	Nuclear Trans New Guinea [nucl1709]	pacific
orok1269	25	-8.79019	148.09	Nuclear Trans New Guinea [nucl1709]	pacific
urat1244	7	-3.60065	142.79	Nuclear Torricelli [nucl1708]	pacific
tawa1275	23	-10.3115	150.644	Austronesian [aust1307]	pacific
baru1267	12	-6.89261	145.818	Angan [anga1289]	pacific
suen1241	9	-7.76339	147.534	Nuclear Trans New Guinea [nucl1709]	pacific
swah1253	174	-8.25605	37.624	Atlantic-Congo [atla1278]	africa
buhu1237	9	-10.5074	150.18	Austronesian [aust1307]	pacific
moli1248	6	-9.57457	150.614	Austronesian [aust1307]	pacific
stan1290	138	48.0	2.0	Indo-European [indo1319]	eurasia
mand1436	51	12.8165233333	-15.6539466667	Mande [mand1469]	africa
haus1257	146	11.1513	8.7804	Afro-Asiatic [afro1255]	africa
maor1244	20	-12.830306	45.154942	Atlantic-Congo [atla1278]	africa
mori1278	20	-20.2613	57.5517	Indo-European [indo1319]	africa
bass1258	25	12.4529	-13.3495	Atlantic-Congo [atla1278]	africa
mauw1238	10	-4.52416	145.394	Nuclear Trans New Guinea [nucl1709]	pacific
stan1288	124	40.4414	-1.11788	Indo-European [indo1319]	eurasia
ticu1245	48	-3.66289	-69.8723	Ticuna-Yuri [ticu1244]	southamerica
wuvu1239	14	-1.73938	142.851	Austronesian [aust1307]	pacific
west2631	10	19.5392	-102.154	Tarascan [tara1323]	northamerica
ango1254	7	-3.7167	141.199	Senagi [sena1264]	pacific
mode1248	43	38.36	23.13	Indo-European [indo1319]	eurasia
kunz1244	25	-23.0	-69.0		southamerica
mufi1238	8	-3.57932	142.955	Nuclear Torricelli [nucl1708]	pacific
gaik1242	3	-4.01718	143.139	Ndu [nduu1242]	pacific
arop1243	13	-5.31671	147.103	Austronesian [aust1307]	pacific
embu1241	16	-0.62822	37.5933	Atlantic-Congo [atla1278]	africa
telu1262	75	16.4529	78.7024	Dravidian [drav1251]	eurasia
onei1249	24	43.438742	-75.708106	Iroquoian [iroq1247]	northamerica
puqu1242	17	-15.8992	-69.9611		southamerica
guer1243	9	16.77226	-98.18953	Otomanguean [otom1299]	northamerica
para1311	66	-25.60551	-57.08816	Tupian [tupi1275]	southamerica
char1240	10	-34.9	-56.16	Charruan [char1238]	southamerica
abau1245	13	-3.97222	141.324	Sepik [sepi1257]	pacific
gand1255	57	0.66884	32.15153	Atlantic-Congo [atla1278]	africa
mbar1253	4	-14.529	143.789	Pama-Nyungan [pama1250]	australia
uare1241	4	-9.69571	147.687	Kwalean [kwal1257]	pacific
saep1240	4	-5.64812	146.078	Nuclear Trans New Guinea [nucl1709]	pacific
awab1243	11	-33.12847	151.43555	Pama-Nyungan [pama1250]	australia
nali1245	3	-2.14273	147.202	Austronesian [aust1307]	pacific
mang1394	52	2.5511	27.0712	Central Sudanic [cent2225]	africa
soma1255	99	4.778704	45.152856	Afro-Asiatic [afro1255]	africa
kane1243	29	13.8749	14.8437	Saharan [saha1256]	africa
maia1253	3	-4.55066	145.239	Nuclear Trans New Guinea [nucl1709]	pacific
nucl1347	78	15.2534	-15.383	Atlantic-Congo [atla1278]	africa
mapu1245	84	-38.7392	-71.277	Araucanian [arau1255]	southamerica
rund1242	30	-2.94	29.97	Atlantic-Congo [atla1278]	africa
kari1311	21	-9.37937	-64.1522	Tupian [tupi1275]	southamerica
gami1243	51	-29.9037	149.543	Pama-Nyungan [pama1250]	australia
suku1261	28	-3.16082	32.8765	Atlantic-Congo [atla1278]	africa
wich1264	12	-23.1633	-62.1757	Matacoan [mata1289]	southamerica
nden1250	38	6.17426	8.49836	Atlantic-Congo [atla1278]	africa
nort2684	9	14.4674	103.863	Austroasiatic [aust1305]	eurasia
bahn1262	14	14.0476	108.471	Austroasiatic [aust1305]	eurasia
virg1240	34	18.04715	-63.07851	Indo-European [indo1319]	northamerica
oriy1255	39	21.0	85.0	Indo-European [indo1319]	eurasia
kand1303	3	-5.73674	144.966	Nuclear Trans New Guinea [nucl1709]	pacific
xhos1239	47	-31.0389	28.0769	Atlantic-Congo [atla1278]	africa
muon1246	23	20.7374	105.186	Austroasiatic [aust1305]	eurasia
cent2142	33	-17.0	-68.5	Aymaran [ayma1253]	southamerica
sout2996	23	-17.1417	-70.3442	Aymaran [ayma1253]	southamerica
sele1250	14	-6.03532	147.234	Nuclear Trans New Guinea [nucl1709]	pacific
fass1245	7	-3.10868	141.64	Baibai-Fas [baib1250]	pacific
chib1270	27	6.24999	-74.1666	Chibchan [chib1249]	southamerica
ngab1239	15	8.8251	-82.3911	Chibchan [chib1249]	northamerica
baka1277	22	-14.2628	-54.7034	Cariban [cari1283]	southamerica
saka1287	48	-2.85653	17.9669	Atlantic-Congo [atla1278]	africa
yans1239	47	-3.8231	18.2341	Atlantic-Congo [atla1278]	africa
hung1278	17	-3.69695	18.4312	Atlantic-Congo [atla1278]	africa
luba1249	46	-5.72717	22.4422	Atlantic-Congo [atla1278]	africa
mbal1257	26	-5.11888	18.041	Atlantic-Congo [atla1278]	africa
yaka1269	40	-5.984	16.775	Atlantic-Congo [atla1278]	africa
ngon1267	25	-5.5	18.2	Atlantic-Congo [atla1278]	africa
tete1250	34	-4.29314	24.546	Atlantic-Congo [atla1278]	africa
pula1263	58	13.8694	-13.4482	Atlantic-Congo [atla1278]	africa
wamp1250	11	41.2021	-73.3798	Algic [algi1248]	northamerica
nawd1238	13	7.17037	0.58553	Atlantic-Congo [atla1278]	africa
nyan1308	58	-14.8047	32.8108	Atlantic-Congo [atla1278]	africa
came1254	24	5.43932	9.80166	Indo-European [indo1319]	africa
cofa1242	31	0.276675	-77.0643		southamerica
wage1238	8	-13.8627	131.893		australia
auhe1237	8	-10.0959	151.002	Austronesian [aust1307]	pacific
kiku1240	53	-0.29005	36.719	Atlantic-Congo [atla1278]	africa
puel1244	32	-42.223	-68.666		southamerica
nucl1310	77	20.7926	93.9665	Sino-Tibetan [sino1245]	eurasia
yomm1242	11	9.87186	1.81099	Atlantic-Congo [atla1278]	africa
puma1239	1	27.0774	86.838	Sino-Tibetan [sino1245]	eurasia
sout2828	6	2.8735	31.25	Central Sudanic [cent2225]	africa
ennn1243	3	22.8386	106.167	Tai-Kadai [taik1256]	eurasia
safe1240	8	-7.05417	146.09	Angan [anga1289]	pacific
kura1250	15	9.49325	-10.6122	Mande [mand1469]	africa
chad1249	39	14.67	13.5	Afro-Asiatic [afro1255]	africa
waya1270	25	1.73817	-52.6887	Tupian [tupi1275]	southamerica
ngar1283	9	-17.42	134.73	Mirndi [mirn1241]	australia
muru1266	9	-28.9618	146.546	Pama-Nyungan [pama1250]	australia
nung1290	21	-14.2623	135.753	Gunwinyguan [gunw1250]	australia
kalk1246	8	-21.0	139.5	Pama-Nyungan [pama1250]	australia
kitj1240	15	-17.5758	127.392	Jarrakan [jarr1235]	australia
yala1262	5	-21.731	139.511	Pama-Nyungan [pama1250]	australia
bard1255	11	-16.6274	122.906	Nyulnyulan [nyul1248]	australia
czec1258	8	49.873398	15.10437	Indo-European [indo1319]	eurasia
gbar1246	5	8.46411	7.10757	Atlantic-Congo [atla1278]	africa
dagb1246	27	9.64745	-0.43227	Atlantic-Congo [atla1278]	africa
jere1244	29	10.1962	8.95834	Atlantic-Congo [atla1278]	africa
nucl1301	77	39.8667	32.8667	Turkic [turk1311]	eurasia
mang1403	7	-5.89752	150.68	Austronesian [aust1307]	pacific
geez1241	32	10.1342	40.6821	Afro-Asiatic [afro1255]	africa
miga1241	8	-6.33237	147.713	Nuclear Trans New Guinea [nucl1709]	pacific
nina1238	15	4.03894	-62.7801	Yanomamic [yano1268]	southamerica
achu1248	24	-2.82646	-77.2641	Chicham [jiva1245]	southamerica
shua1257	53	-3.45136	-78.1892	Chicham [jiva1245]	southamerica
mapo1242	29	-6.86672	146.774	Austronesian [aust1307]	pacific
bang1347	16	2.18716	14.7506	Atlantic-Congo [atla1278]	africa
omag1248	24	-3.526	-69.1667	Tupian [tupi1275]	southamerica
lahu1253	31	21.2701	100.214	Sino-Tibetan [sino1245]	eurasia
tokp1240	41	-9.41971	147.303	Indo-European [indo1319]	pacific
kova1243	7	-5.61712	147.862	Nuclear Trans New Guinea [nucl1709]	pacific
alam1246	14	-4.66307	143.316	Sepik [sepi1257]	pacific
kabu1256	24	15.0586	-23.6148	Indo-European [indo1319]	africa
ahte1237	5	61.7068	-144.889	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
thai1261	60	14.192	100.671	Tai-Kadai [taik1256]	eurasia
ayac1239	29	-13.84714	-74.32246	Quechuan [quec1387]	southamerica
mand1415	136	40.0209	116.228	Sino-Tibetan [sino1245]	eurasia
finn1318	20	64.7628	25.5577	Uralic [ural1272]	eurasia
pitj1243	29	-26.9704	131.357	Pama-Nyungan [pama1250]	australia
aleu1260	49	52.1228	-174.29	Eskimo-Aleut [eski1264]	northamerica
napo1242	26	-0.072525	-76.3889	Quechuan [quec1387]	southamerica
viet1252	55	20.681188	105.774071	Austroasiatic [aust1305]	eurasia
alge1239	24	35.4208	3.23033	Afro-Asiatic [afro1255]	africa
tuni1259	36	33.7966	9.56156	Afro-Asiatic [afro1255]	africa
sang1328	60	6.78584	20.1702	Atlantic-Congo [atla1278]	africa
tain1253	5	-7.40306	145.682	Angan [anga1289]	pacific
bamu1257	18	-7.93818	143.545	Kiwaian [kiwa1251]	pacific
imba1240	13	0.31776	-78.3729	Quechuan [quec1387]	southamerica
jaqa1244	11	-12.741939	-75.809231	Aymaran [ayma1253]	southamerica
kara1500	48	-11.1881	-50.3492	Nuclear-Macro-Je [nucl1710]	southamerica
tibe1272	66	28.3681	90.1872	Sino-Tibetan [sino1245]	eurasia
diga1241	32	28.4993	96.8803	Sino-Tibetan [sino1245]	eurasia
guam1248	33	2.55849	-76.582	Barbacoan [barb1265]	southamerica
shon1251	73	-17.20849	29.75725	Atlantic-Congo [atla1278]	africa
kxoe1243	55	-16.59051	22.599835	Khoe-Kwadi [khoe1240]	africa
mari1435	3	-5.44015	144.642	Nuclear Trans New Guinea [nucl1709]	pacific
anii1246	31	-19.0966	22.9088	Khoe-Kwadi [khoe1240]	africa
kuot1243	9	-3.06952	151.537		pacific
esee1247	13	-9.09451	148.376	Koiarian [koia1260]	pacific
bora1271	54	1.05676	37.882	Afro-Asiatic [afro1255]	africa
hass1238	31	18.29	-14.11	Afro-Asiatic [afro1255]	africa
dama1272	23	-4.17345	137.496		pacific
gali1262	55	5.83772	-56.8323	Cariban [cari1283]	southamerica
hiww1237	9	-13.126367	166.584857	Austronesian [aust1307]	pacific
saaa1240	18	-9.60258	161.467	Austronesian [aust1307]	pacific
kore1283	14	0.92316	-75.3475	Tucanoan [tuca1253]	southamerica
moco1246	14	-28.097	-60.4145	Guaicuruan [guai1249]	southamerica
nucl1649	31	52.59103	-128.544545	Tsimshian [tsim1258]	northamerica
east1236	21	15.8553	107.644	Austroasiatic [aust1305]	eurasia
lave1249	26	14.5994	107.008	Austroasiatic [aust1305]	eurasia
mund1330	38	-8.41095	-57.691	Tupian [tupi1275]	southamerica
sora1254	29	19.1213	84.19	Austroasiatic [aust1305]	eurasia
maba1277	28	12.89147	20.8889	Maban [maba1274]	africa
sara1321	19	9.39388	19.2566	Central Sudanic [cent2225]	africa
bugu1246	10	27.1929556	92.4713002	Sino-Tibetan [sino1245]	eurasia
paus1244	11	-12.8553	-63.1903	Tupian [tupi1275]	southamerica
tswa1253	46	-24.368	24.7587	Atlantic-Congo [atla1278]	africa
awac1239	21	1.21652	-78.3401	Barbacoan [barb1265]	southamerica
hung1274	24	46.9068585714	19.6555271429	Uralic [ural1272]	eurasia
sout2807	29	-28.78	27.89	Atlantic-Congo [atla1278]	africa
siri1274	7	0.436515	-70.184	Tucanoan [tuca1253]	southamerica
mala1522	29	10.9286	-73.4056	Chibchan [chib1249]	southamerica
kain1272	63	-27.7671	-52.5394	Nuclear-Macro-Je [nucl1710]	southamerica
dang1274	16	12.1517	18.385	Afro-Asiatic [afro1255]	africa
zulu1248	74	-28.9	30.2	Atlantic-Congo [atla1278]	africa
nort2972	18	7.12761	-77.574	Chocoan [choc1280]	southamerica
huzh1238	14	36.84174	101.95904	Mongolic-Khitan [mong1349]	eurasia
minh1238	6	36.33736	102.80434	Mongolic-Khitan [mong1349]	eurasia
hali1244	14	-5.26603	154.662	Austronesian [aust1307]	pacific
swat1243	35	-26.0	31.5	Atlantic-Congo [atla1278]	africa
embe1262	9	4.8791	-76.0749	Chocoan [choc1280]	southamerica
monn1252	31	15.49394	98.122465	Austroasiatic [aust1305]	eurasia
assa1263	31	26.0876	91.2932	Indo-European [indo1319]	eurasia
buga1250	11	-6.67519	147.32	Austronesian [aust1307]	pacific
mari1428	4	-5.349	145.59	Austronesian [aust1307]	pacific
vlax1238	90	46.09	18.16	Indo-European [indo1319]	eurasia
nucl1417	77	4.62705	7.23441	Atlantic-Congo [atla1278]	africa
moro1292	37	32.5	-7.5	Afro-Asiatic [afro1255]	africa
jara1266	12	13.6161	107.813	Austronesian [aust1307]	eurasia
sout2787	6	2.94113	21.051	Atlantic-Congo [atla1278]	africa
tari1263	77	34.916974	-3.430616	Afro-Asiatic [afro1255]	africa
nami1256	19	-3.85538	141.788	Sepik [sepi1257]	pacific
sout2694	27	50.1347	86.8705	Turkic [turk1311]	eurasia
nsen1242	21	-15.3946	31.3544	Atlantic-Congo [atla1278]	africa
bira1253	23	5.29807	37.025		africa
nucl1396	20	-19.7933	34.9829	Atlantic-Congo [atla1278]	africa
mbya1239	24	-26.0188	-52.711	Tupian [tupi1275]	southamerica
cash1251	33	-8.70232	-75.4206	Pano-Tacanan [pano1259]	southamerica
cusc1236	54	-14.0853	-71.7663	Quechuan [quec1387]	southamerica
nort2976	10	-14.4014	-68.7894	Quechuan [quec1387]	southamerica
djam1256	10	-12.021	135.59	Pama-Nyungan [pama1250]	australia
paez1247	34	2.61516	-76.31254		southamerica
selk1253	25	59.9409	82.3004	Uralic [ural1272]	eurasia
maya1285	13	14.1259	-84.3439	Misumalpan [misu1242]	northamerica
wari1268	10	-10.69948	-64.56152	Chapacuran [chap1271]	southamerica
west2615	25	33.8574	-110.123	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
cuvo1236	6	10.6448	14.0006	Afro-Asiatic [afro1255]	africa
pali1279	25	3.63993	-51.6246	Arawakan [araw1281]	southamerica
araw1276	39	5.64295	-56.9243	Arawakan [araw1281]	southamerica
tere1278	7	-6.70051	155.745	South Bougainville [sout2948]	pacific
yong1275	25	22.8	108.0	Tai-Kadai [taik1256]	eurasia
loja1235	8	-3.69352	-79.29151	Quechuan [quec1387]	southamerica
ofay1240	12	-22.278	-53.7227	Nuclear-Macro-Je [nucl1710]	southamerica
wayu1243	50	11.395566	-72.199791	Arawakan [araw1281]	southamerica
keap1239	29	-10.1342	147.95	Austronesian [aust1307]	pacific
gyel1242	23	2.47457	10.2493	Atlantic-Congo [atla1278]	africa
lowa1242	14	29.0324	83.8959	Sino-Tibetan [sino1245]	eurasia
zulg1242	19	10.827	14.0578	Afro-Asiatic [afro1255]	africa
ajab1235	18	7.06634	1.64992	Atlantic-Congo [atla1278]	africa
pedi1238	39	-24.7993	29.4718	Atlantic-Congo [atla1278]	africa
vend1245	26	-22.188	29.9523	Atlantic-Congo [atla1278]	africa
bint1245	5	0.75069	123.486	Austronesian [aust1307]	pacific
bulo1242	10	11.9777	106.798	Austroasiatic [aust1305]	eurasia
boun1245	3	-5.8626	144.086	Nuclear Trans New Guinea [nucl1709]	pacific
faro1244	8	62.0732	-6.88497	Indo-European [indo1319]	eurasia
koyu1237	16	65.6093	-154.229	Athabaskan-Eyak-Tlingit [atha1245]	northamerica
sanb1242	39	9.15686	-78.3075	Chibchan [chib1249]	southamerica
east2295	45	51.75	19.42	Indo-European [indo1319]	eurasia
ngan1299	13	10.2523	0.70509	Atlantic-Congo [atla1278]	africa
kube1244	7	-6.42586	147.536	Nuclear Trans New Guinea [nucl1709]	pacific
newa1246	49	27.67	85.326	Sino-Tibetan [sino1245]	eurasia
stan1318	31	27.9625	43.8525	Afro-Asiatic [afro1255]	eurasia
mend1268	3	-3.67233	142.683	Sepik [sepi1257]	pacific
ling1263	57	-4.409174	15.28532	Atlantic-Congo [atla1278]	africa
numa1254	9	-6.39311	146.719	Nuclear Trans New Guinea [nucl1709]	pacific
waim1253	14	-0.61832	-60.4259	Cariban [cari1283]	southamerica
rotu1241	21	-12.5008	177.066	Austronesian [aust1307]	pacific
hupd1244	17	0.58622	-69.8359	Naduhup [nada1235]	southamerica
lele1265	20	-4.94672	20.5674	Atlantic-Congo [atla1278]	africa
joba1238	7	-3.45787	28.9978	Atlantic-Congo [atla1278]	africa
wong1247	16	-5.73837	20.5054	Atlantic-Congo [atla1278]	africa
mbol1247	12	-0.57181	24.0443	Atlantic-Congo [atla1278]	africa
bush1247	28	-4.69463	21.4556	Atlantic-Congo [atla1278]	africa
cent1989	45	12.0515	105.015	Austroasiatic [aust1305]	eurasia
tira1254	14	11.0963	30.8092	Heibanic [heib1242]	africa
east2563	20	11.2853	108.49	Austronesian [aust1307]	eurasia
arif1239	6	-9.15565	149.246	Austronesian [aust1307]	pacific
darl1243	30	-32.7021	142.695	Pama-Nyungan [pama1250]	australia
sude1239	22	-11.5229	153.488	Austronesian [aust1307]	pacific
miga1249	10	12.2367	18.9614	Afro-Asiatic [afro1255]	africa
mbay1241	15	8.23066	15.7328	Central Sudanic [cent2225]	africa
hewa1241	8	-5.03635	142.551	Sepik [sepi1257]	pacific
soni1259	33	13.1273	-11.7178	Mande [mand1469]	africa
buru1306	7	-6.51663	147.333	Nuclear Trans New Guinea [nucl1709]	pacific
kasu1251	6	-6.64861	142.993	Bosavi [bosa1245]	pacific
yaoo1241	53	-13.6119	35.2387	Atlantic-Congo [atla1278]	africa
west2354	11	53.143	5.86091	Indo-European [indo1319]	eurasia
yatz1235	10	17.1869	-96.284	Otomanguean [otom1299]	northamerica
mann1248	19	7.04616	-8.86405	Mande [mand1469]	africa
maia1254	16	-4.50212	145.096	Nuclear Trans New Guinea [nucl1709]	pacific
mian1254	9	-4.42116	145.276	Nuclear Trans New Guinea [nucl1709]	pacific
hind1269	54	25.0	77.0	Indo-European [indo1319]	eurasia
bimi1240	10	-5.38732	142.04	Nuclear Trans New Guinea [nucl1709]	pacific
bara1380	27	0.02193	-70.808	Tucanoan [tuca1253]	southamerica
caja1238	14	-7.09314	-78.3214	Quechuan [quec1387]	southamerica
nucl1643	78	35.0	135.0	Japonic [japo1237]	eurasia
mero1237	53	16.9333	33.7333		africa
ngas1238	7	-2.97716	37.528	Nilotic [nilo1247]	africa
inga1252	30	1.00313	-76.8606	Quechuan [quec1387]	southamerica
mull1237	14	-13.427	130.664	Northern Daly [nort1547]	australia
madn1237	8	-13.9479	130.6	Eastern Daly [east2374]	australia
teri1250	17	9.067	-82.9631	Chibchan [chib1249]	northamerica
kons1243	30	5.39111	37.53	Afro-Asiatic [afro1255]	africa
dobu1241	40	-9.63239	150.825	Austronesian [aust1307]	pacific
yauy1235	30	-12.62	-75.7	Quechuan [quec1387]	southamerica
lowe1412	4	17.3441	121.311	Austronesian [aust1307]	pacific
nand1264	16	-0.24904	29.0243	Atlantic-Congo [atla1278]	africa
komo1260	18	-0.76333	26.7144	Atlantic-Congo [atla1278]	africa
ding1239	34	-4.44304	19.3881	Atlantic-Congo [atla1278]	africa
iton1250	27	-12.80431	-64.35748		southamerica
luxe1241	46	49.6839	6.14931	Indo-European [indo1319]	eurasia
cala1258	4	12.0716	120.094	Austronesian [aust1307]	pacific
marg1251	16	-11.1823	132.587	Marrku-Wurrugu [marr1257]	australia
