ID	Creators	Creator_Variants	Title	Title_Variants	Year	Sources
List-2020-towards_a_refined_wordlist	List, Johann-Mattis		Towards a refined wordlist of German in the Intercontinental Dictionary Series		2020	list_refined-intercontinental2020
List-2021-using_edictor_20_to	List, Johann-Mattis		Using EDICTOR 2.0 to Annotate Language-Internal Cognates in a German Wordlist		2021	list_edictor-annotate2021
Lobin-1989-a_dependency_syntax_of	Lobin, Henning		A dependency syntax of German		1989	lobin_dependency-german1989
Loch-2005-kleines_worterbuch_tetum_	Loch, Alexander and Tschanz, Maria		Kleines Wörterbuch Tetum - Deutsch / Deutsch - Tetum Disionário ki'ik Tetun - Alemaun / Alemaun - Tetun		2005	loch-tschanz_disionario-kiik2005 loch-tschanz_disionario-kiik2005
Lockwood-1968-historical_german_syntax	Lockwood, William B.		Historical German syntax		1968	lockwood_historical-german1968
Lohnstein-2004-inflectional_morphology_and_sentence	Lohnstein, Horst and Bredel, Ursula		Inflectional morphology and sentence mood in German		2004	bredel-lohnstein_inflectional-mood2004
Louden-1992-language_contact_and_the	Louden, Mark L.		Language Contact and the Relationship of Form and Meaning in English and German		1992	louden_relationship-form1992
Lutz-2004-et_parasitic_gaps_and	Lutz, Uli		ET, parasitic gaps, and German clause structure		2004	lutz_parasitic-gaps2004
Lutz-2010-word_accent_position_and	Lutz, Angelika		Word Accent Position and Language Contact in English and German		2010	lutz_accent-position2010
Lutzeier-1991-major_pillars_of_german	Lutzeier, Peter Rolf		Major pillars of German syntax. An introduction to CRMS-theory		1991	lutzeier_pillars-crms1991
Lötscher-2009-katrin_axel_studies_on	Lötscher, Andreas		Katrin Axel, Studies on Old High German Syntax		2009	lotscher_katrin-axel2009
Lühr-2009-translating_information_structure_a	Lühr, Rosemarie		Translating information structure: A study of Notker’s translation of Boethius’s Latin De Consolatione Philosophiae into Old High German		2009	luhr_boethiuss-consolatione2009
Mannheimer-1853-the_study_of_german	Mannheimer, H.		The study of German simplified in a new systematic and practical grammar according to the systems of Ollendorf and Dr. Ahn		1853	mannheimer_ollendorf-ahn1853
Marusch-2012-tense_morphology_in_german	Marusch, Tina and von der Malsburg, Titus and Bastiaanse, Roelien and Burchert, Frank		Tense morphology in German agrammatism		2012	bastiaanse-burchert-malsburg-marusch_tense-agrammatism2012
Marzouk-2021-german_light_verb_construction	Marzouk, Shaimaa		German light verb construction in the course of the development of Machine Translation		2021	marzouk_light-machine2021
Max-2008-dimensions_of_discourse_presuppositions	Max, Ingolf		Dimensions of Discourse: Presuppositions of (German) Connectors		2008	max_presuppositions-connectors2008
Maylor-2002-lexical_template_morphology_change	Maylor, B. Roger		Lexical Template Morphology. Change of state and the verbal prefixes in German		2002	maylor_template-prefixes2002
McFadden-2006-german_inherent_datives_and	McFadden, Thomas		German inherent datives and argument structure		2006	mcfadden_inherent-datives2006
McIntyre-2001-german_double_particles_as	McIntyre, Andrew		German double particles as preverbs: Morphology and conceptual semantics		2001	mcintyre_double-preverbs2001
McIntyre-2002-verbsecond_and_backformations_and	McIntyre, Andrew		Verb-second and backformations and scalar prefix verbs in German: The interaction between morphology, syntax and phonology		2002	mcintyre_backformations-scalar2002
McLelland-2014-language_description_prescription_and	McLelland, Nicola		Language description, prescription and usage in seventeenth-century German		2014	mclelland_prescription-seventeenth2014
Meinhold-1982-phonologie_der_deutschen_gegenwartssprache	Meinhold, Gottfried and Stock, Eberhard		Phonologie der deutschen Gegenwartssprache		1982	meinhold-stock_phonologie-gegenwartssprache1982
Meurers-1999-lexical_generalizations_in_the	Meurers, Walt Detmar		Lexical Generalizations in the Syntax of German Non-Finite Constructions		1999	meurers_generalizations-finite1999
Meurers-2000-lexical_generalizations_in_the	Meurers, Walt Detmar		Lexical Generalizations in the Syntax of German Non-Finite Constructions		2000	meurers_generalizations-finite2000
Meyer-1993-compound_comprehension_in_isolation	Meyer, Ralf		Compound comprehension in isolation and in context: The contribution of conceptual and discourse knowledge to the comprehension of German novel noun-noun compounds		1993	meyer_isolation-novel1993
Miao-2005-loanword_adaption_in_mandarin	Miao, Ruiqin		Loanword adaption in Mandarin Chinese: perceptual, phonological and sociolinguistic factors		2005	miao_loanword-adaption2005 miao_loanword-adaption2005 miao_loanword-adaption2005
Micelli-2012-field_topology_and_information	Micelli, Vanessa		Field Topology and Information Structure: A Case Study for German Constituent Order		2012	micelli_topology-constituent2012
Moltmann-1990-syllabification_and_lexical_phonology	Moltmann, Friederike		Syllabification and lexical phonology in German		1990	moltmann_syllabification-german1990
Muthmann-1991-rucklaufiges_deutsches_worterbuch_handbuch	Muthmann, Gustav		Rückläufiges deutsches Wörterbuch: Handbuch der Wortausgänge im Deutschen, mit Beachtung der Wort- und Lautstruktur		1991	muthmann_wortausgange-beachtung1991
Mücke-2008-the_vowel_triggers_the	Mücke, Doris and Grice, Martine and Hermes, Anne		The vowel triggers the tone: Evidence from German		2008	grice-hermes-mucke_vowel-triggers2008
Müller-1996-early_subordination_the_acquisition	Müller, Natascha and Penner, Zvi		Early subordination: the acquisition of free morphology in French, German, and Swiss German		1996	muller-penner_subordination-swiss1996
Müller-1996-yet_another_paper_about	Müller, Stefan		Yet another Paper about Partial Verb Phrase Fronting in German		1996	muller_yet-fronting1996
Müller-1997-yet_another_paper_about	Müller, Stefan		Yet another Paper about Partial Verb Phrase Fronting in German		1997	muller_yet-fronting1997
Müller-1999-deutsche_syntax_deklarativ_headdriven	Müller, Stefan		Deutsche Syntax deklarativ: Head-Driven Phrase Structure Grammar für das Deutsche [German syntax declarative: Head-Driven Phrase Structure Grammar for German]		1999	muller_deklarativ-declarative1999
Müller-1999-parsing_of_an_hpsg	Müller, Stefan		Parsing of an HPSG Grammar for German: Word Order Domains and Discontinuous Constituents		1999	muller_discontinuous-constituents1999
Müller-2002-syntax_or_morphology_german	Müller, Stefan		Syntax or morphology: German particle verbs revisited		2002	muller_particle-revisited2002
Müller-2003-solving_the_bracketing_paradox	Müller, Stefan		Solving the Bracketing Paradox: An Analysis of the Morphology of German Particle Verbs		2003	muller_solving-bracketing2003
Müller-2004-das_worterbuch_der_deutschen	Müller, Wolfgang		Das Wörterbuch der deutschen Präpositionen [The lexicon of German prepositions]		2004	muller_prapositionen-prepositions2004
Müller-2015-german_a_grammatical_sketch	Müller, Stefan		German: A Grammatical Sketch		2015	muller_german-sketch2015
Müller-2016-german_clause_structure_an	Müller, Stefan		German Clause Structure: An Analysis with Special Consideration of So-Called Multiple Frontings		2016	muller_consideration-frontings2016
Müller-2017-german_clause_structure_an	Müller, Stefan		German Clause Structure: An Analysis with Special Consideration of So-Called Multiple Fronting		2017	muller_consideration-fronting2017
Müller-2017-redundancy_effects_in_discourse	Müller, Sonja		Redundancy effects in discourse: On the modal particle combinations halt eben and eben halt in German		2017	muller_halt-eben2017
Müller-2019-german_a_grammatical_sketch	Stefan Müller		German: A Grammatical Sketch		2019	muller_german-sketch2019
Müller-2021-german_clause_structure_an	Müller, Stefan		German Clause Structure: An Analysis with Special Consideration of So-Called Multiple Fronting		2021	muller_consideration-fronting2021
Müller-2023-german_clause_structure_an	Müller, Stefan		German Clause Structure: An Analysis with Special Consideration of So-Called Multiple Fronting		2023	muller_consideration-fronting2023
Neef-1998-a_case_study_in	Neef, Martin		A case study in declarative morphology: German case inflection		1998	neef_declarative-inflection1998
Neef-2005-the_relation_of_vowel	Neef, Martin		The relation of vowel letters to phonological syllables in English and German		2005	neef_letters-syllables2005
Nekvapil-2000-on_nonselfevident_relationships_between	Nekvapil, Jiří		On non-self-evident relationships between language and ethnicity: How Germans do not speak German, and Czechs do not speak Czech		2000	nekvapil_evident-czechs2000
Nerbonne-1986-a_phrasestructure_grammar_for	Nerbonne, John		A phrase-structure grammar for German passives		1986	nerbonne_phrase-passives1986
Nerbonne-1994-german_in_headdriven_phrase	Nerbonne, John and Netter, Klaus and Pollard, Carl		German in Head-Driven Phrase Structure Grammar		1994	nerbonne-netter-pollard_head-driven1994
Netter-1991-clause_union_phenomena_and	Netter, Klaus		Clause Union Phenomena and Complex Predicates in German		1991	netter_union-phenomena1991
Neumann-1996-the_dative_and_the	Neumann, Dorothea		The dative and the grammar of body parts in German		1996	neumann_dative-parts1996
Neumann-2004-the_conventionalization_of_the	Neumann, Ragnhild and Müller, Cornelia and Posner, Roland		The conventionalization of the ring gesture in German discourse		2004	muller-neumann-posner_conventionalization-ring2004
Nielsen-2015-the_vowel_systems_of	Nielsen, Hans Frede		The Vowel Systems of Old English, Old Norse and Old High German Compared		2015	nielsen_norse-compared2015
Niemann-2015-effects_of_phrasal_position	Niemann, Henrik and Mücke, Doris		Effects of phrasal position and metrical structure on alignment patterns of nuclear pitch accents in German: Acoustics and articulation		2015	mucke-niemann_nuclear-acoustics2015
Niemeier-2008-making_progress_simpler_applying	Niemeier, Susanne and Reif, Monika		Making progress simpler? Applying cognitive grammar to tense-aspect teaching in the German EFL classroom		2008	niemeier-reif_simpler-applying2008
Noehden-1800-german_grammar_adapted_to	Noehden, George Henry		German Grammar Adapted to the Use of Englishmen		1800	noehden_adapted-englishmen1800
Noelliste-2017-the_phonology_of_sonorants	Noelliste, Erin		The phonology of sonorants in Bavarian German		2017	noelliste_sonorants-bavarian2017
O'Brien-2016-german_phonetics_and_phonology	O'Brien, Mary Grantham and Fagan, Sarah M. B.		German phonetics and phonology. Theory and practice		2016	fagan-obrien_phonetics-practice2016
Olsen-1989-agreement_in_the_german	Olsen, Susan and Bhatt, Christa and Löbel, Elisabeth and Schmidt, Claudia	Olsen, Susan // Olsen, Susan and Bhatt, Christa and Löbel, Elisabeth and Schmidt, Claudia	AGR(eement) in the German noun phrase	AGR(eement) in the German Noun Phrase // AGR(eement) in the German noun phrase	1989	bhatt-lobel-olsen-schmidt_agr-eement1989 olsen_agr-eement1989
Osborne-2006-shared_material_and_grammar	Osborne, Timothy		Shared Material and Grammar: Toward A Dependency Grammar Theory of Non-Gapping Coordination for English and German		2006	osborne_shared-gapping2006
Otto-1864-german_grammar_combined_with	Otto, Emil		German grammar combined with conversational exercises. A new and practical method of learning the German language		1864	otto_combined-exercises1864
Ozolin-1935-latviskivaciska_un_vaciskilatviska_vardnica	Ozolin, Ed. and Endzelin, J.		Latviski-vaciska un vaciski-latviska vardnica Lettisch-deutsches und deutsch-lettisches Wörterbuch		1935	endzelin-ozolin_vaciska-vaciski1935
Palmer-1950-the_influence_of_english	Palmer, Philip Motley		The influence of English on the German vocabulary to 1700		1950	palmer_influence-vocabulary1950
Pam-1979-problems_in_the_description	Pam, Martin D.		Problems in the description of german word order		1979	pam_problems-order1979
Pankau-2013-replacing_copies_the_syntax	Pankau, Andreas		Replacing copies: The syntax of wh-copying in German		2013	pankau_replacing-copies2013
Pankau-2014-replacing_copies_the_syntax	Pankau, Andreas		Replacing copies: The syntax of wh-copying in German		2014	pankau_replacing-copies2014
Pankau-2018-the_structure_of_approximative	Pankau, Andreas		The structure of approximative numerals in German		2018	pankau_approximative-numerals2018
Paraschkewow-2006-auf_der_spur_der	Paraschkewow, Boris		Auf der Spur der westgermanischen phonematischen Substitute /χt/ und /ft/ im Deutschen / Tracing the West Germanic phonemic substitutes /χt/ und /ft/ in German		2006	paraschkewow_phonematischen-kht2006
Park-1981-the_development_of_syntax	Park, Tschang-Zin		The development of syntax in the child with special reference to German		1981	park_child-special1981
Pecht-2021-language_contact_in_a	Nantke Pecht		Language Contact in a Mining Community: A study of variation in personal pronouns and progressive aspect in Cité Duits		2021	pecht_cite-duits2021
Penke-2004-regular_and_irregular_inflectional	Penke, Martina and Krause-Burmester, Marion		Regular and irregular inflectional morphology in German Williams syndrome		2004	krause-burmester-penke_regular-irregular2004
Penner-1991-main_clause_phenomena_in	Penner, Zvi and Bader, Thomas		Main Clause Phenomena In Embedded Clauses: The Licensing Of Embedded V2-Clauses In Bernese Swiss German		1991	bader-penner_bernese-swiss1991
Penner-1995-issues_in_the_syntax	Penner, Zvi and Bader, Thomas		Issues in the Syntax of Subordination: A Comparative Study of the Complementizer System in Germanic, Romance, and Semitic Languages with Special Reference to Bernese Swiss German		1995	bader-penner_bernese-swiss1995
Peters-2018-phonological_and_semantic_aspects	Peters, Jörg		Phonological and semantic aspects of German intonation		2018	peters_semantic-intonation2018
Petrova-2009-information_structure_and_word	Petrova, Svetlana		Information structure and word order variation in the Old High German Tatian		2009	petrova_high-tatian2009
Petrova-2011-modeling_word_order_variation	Petrova, Svetlana		Modeling word order variation in discourse: On the pragmatic properties of VS order in Old High German		2011	petrova_modeling-high2011
Petrova-2018-discourse_prominence_and_the	Petrova, Svetlana		Discourse prominence and the selection of anaphora – evidence from pronouns in historical German		2018	petrova_prominence-anaphora2018
Peyer-2010-the_multilingual_reader_advantages	Peyer, Elisabeth and Kaiser, Irmtraud and Berthele, Raphael		The multilingual reader: Advantages in understanding and decoding German sentence structure when reading German as an L3		2010	berthele-kaiser-peyer_advantages-decoding2010
Pfau-2007-on_the_syntax_of	Pfau, Roland and Quer, Josep and Perniss, Pamela and Pfau, Roland and Steinbach, Markus	Pfau, Roland and Quer, Josep // Pfau, Roland and Quer, Josep and Perniss, Pamela and Pfau, Roland and Steinbach, Markus	On the syntax of negation and modals in German Sign Languages (DGS) and Catalan Sign Languages (LSC)	On the syntax of negation and modals in Catalan Sign Language and German Sign Language // On the syntax of negation and modals in German Sign Language (DGS) and Catalan Sign Language (LSC) // On the syntax of negation and modals in German Sign Languages (DGS) and Catalan Sign Languages (LSC)	2007	perniss-pfau-pfau-quer-steinbach_dgs-lsc2007 pfau-quer_dgs-lsc2007 pfau-quer_modals-catalan2007
Pfau-2007-the_grammar_of_headshake	Pfau, Roland and Quer, Josep		The grammar of headshake: A typological perspective on German Sign Language negation		2007	pfau-quer_headshake-typological2007
Pfeffer-1984-textkorpora_1_grunddeutsch_texte	Pfeffer, Alan and Lohnes, Walter F.W. and Ortmann, Wolf Dieter		Textkorpora 1. Grunddeutsch. Texte der gesprochenen deutschen Gegenwartssprache. Überregionale Umgangssprache aus der Bundesrepublik Deutschland, der DDR, Österreich und der Schweiz		1984	lohnes-ortmann-pfeffer_grunddeutsch-uberregionale1984
Pfeifer-1993-etymologisches_worterbuch_des_deutschen	Pfeifer, Wolfgang		Etymologisches Wörterbuch des Deutschen [Etymological dictionary of German]		1993	pfeifer_etymologisches-etymological1993
Pilch-1980-basel_german_a_challenge	Pilch, Herbert		Basel German: A Challenge to Phonemic Typology		1980	pilch_basel-challenge1980
Pittner-2004-where_syntax_and_semantics	Pittner, Karin and Austin, Jennifer R. and Engelberg, Stefan and Rauh, Gisa		Where syntax and semantics meet: adverbial positions in the German middle field		2004	austin-engelberg-pittner-rauh_meet-positions2004
Plank-2000-morphological_reactivation_and_phonological	Plank, Frans		Morphological re-activation and phonological alternations: Evidence for voiceless restructuring in German		2000	plank_activation-voiceless2000
Plank-2003-morphological_reactivation_and_phonological	Plank, Frans		Morphological re-activation and phonological alternations: Evidence for voiceless restructuring in German		2003	plank_activation-voiceless2003
Poeppel-1993-the_full_competence_hypothesis	Poeppel, David and Wexler, Ken		The full competence hypothesis of clause structure in early German		1993	poeppel-wexler_full-competence1993
Portner-2006-dependent_contexts_in_grammar	Portner, Paul		Dependent Contexts in Grammar and in Discourse: German Verb Movement from the Perspective of the Theory of Mood Selection		2006	portner_dependent-selection2006
Poschmann-2016-relative_clause_extraposition_and	Poschmann, Claudia and Wagner, Michael		Relative clause extraposition and prosody in German		2016	poschmann-wagner_extraposition-prosody2016
Proost-2007-conceptual_structure_in_lexical	Proost, Kristel		Conceptual Structure in Lexical Items. The lexicalisation of communication concepts in English, German and Dutch		2007	proost_items-lexicalisation2007
Pross-2019-what_about_lexical_semantics	Pross, Tillmann		What about lexical semantics if syntax is the only generative component of the grammar? A case study on word meaning in German		2019	pross_only-component2019
Rankin-2014-variational_learning_in_l2	Rankin, Tom		Variational learning in L2: the transfer of L1 syntax and parsing strategies in the interpretation of wh-questions by L1 German learners of L2 English		2014	rankin_variational-parsing2014
Rash-2019-chapter_6_metaphors_of	Rash, Felicity		Chapter 6. Metaphors of plant cultivation and flowing liquid in German colonialist discourse (1871–1914)		2019	rash_flowing-colonialist2019
Rathert-2000-morphophonology_of_the_past	Rathert, Monika and Zybatow, Lew N.		Morpho-phonology of the past participle in German: where is the place of ge-?		2000	rathert-zybatow_participle-ge2000
Rathmann-2003-the_optionality_of_agreement	Rathmann, Christian and Griffin, William E.		The optionality of agreement phrase: Evidence from German Sign Language (DGS)		2003	griffin-rathmann_optionality-dgs2003
Rauch-2008-the_phonologyparaphonology_interface_and	Rauch, Irmengard		The phonology/paraphonology interface and the sounds of German across time		2008	rauch_paraphonology-sounds2008
Reich-2008-from_discourse_to_odd	Reich, Ingo		From discourse to "odd coordinations": On asymmetric coordination and subject gaps in German		2008	reich_odd-coordinations2008
Reiffenstein-2004-althochdeutsche_grammatik_i_laut	Reiffenstein, Ingo and Braune, Wilhelm		Althochdeutsche Grammatik I: Laut- und Formlehre [Old High German grammar I: Phonology and morphology]		2004	braune-reiffenstein_althochdeutsche-formlehre2004
Reis-2005-on_the_syntax_of	Reis, Marga		On the syntax of so-called focus particles in German – A reply to Büring and Hartmann 2001		2005	reis_buring-hartmann2005
Render-1804-a_complete_analysis_or	Render, William		A complete analysis or grammar of the German language: or a philological and grammatical view of its construction, analogies, and various properties.		1804	render_philological-analogies1804
Resi-2011-the_position_of_relative	Resi, Rossella		The position of relative clauses in German		2011	resi_position-relative2011
Richter-1998-complementizers_and_finite_verbs	Richter, Franz and Sailer, Manfred		Complementizers and finite verbs in German sentence structure		1998	richter-sailer_complementizers-finite1998
Roehrs-2020-the_morphosyntax_of_phrasal	Roehrs, Dorian		The morpho-syntax of phrasal proper names in German		2020	roehrs_phrasal-proper2020
Roesch-2009-texas_alsatian_henri_castros	Roesch, Karen		Texas Alsatian: Henri Castro's Legacy		2009	roesch_alsatian-castros2009
Roesch-2012-language_maintenance_and_language	Roesch, Karen		Language maintenance and language death. The decline of Texas Alsatian		2012	roesch_texas-alsatian2012
Romero-2017-german_discourse_particles_in	Romero, Maribel		German discourse particles in questions		2017	romero_particles-questions2017
Ronneberger-Sibold-1998-phonological_simplification_vs_stylistic	Ronneberger-Sibold, Elke		Phonological simplification vs. stylistic differentiation in the history of German word stress		1998	ronneberger-sibold_simplification-differentiation1998
Ronneberger-Sibold-2012-blending_between_grammar_and	Ronneberger-Sibold, Elke		Blending between grammar and universal cognitive principles: Evidence from German, Farsi, and Chinese		2012	ronneberger-sibold_blending-farsi2012
Roturier-2006-an_investigation_into_the	Roturier, Johann		An Investigation into the Impact of Controlled English Rules on the Comprehensibility, Usefulness, and Acceptability of Machine-Translated Technical Documentation for French and German Users		2006	roturier_comprehensibility-usefulness2006
Rubba-1996-the_interaction_of_folk	Rubba, Johanna		The interaction of folk models and syntax: Case choice after prepositional verbs of cognition in German		1996	rubba_after-prepositional1996
Russ-1978-historical_german_phonology_and	Russ, Charles		Historical German Phonology and Morphology		1978	russ_historical-german1978
Russ-1982-studies_in_historical_german	Russ, Charles		Studies in Historical German Phonology. A Phonological Comparison of MHG and NHG with Reference to Modern Dialects.		1982	russ_mhg-nhg1982
Russ-1994-the_german_language_today	Russ, Charles V. J.		The German Language Today: A Linguistic Introduction		1994	russ_german-today1994
Russell-1985-a_gpsgrammar_for_german	Russell, Graham		A GPS-Grammar for German Word Order		1985	russell_gps-order1985
Rust,_Jr.,_Friedrich-1969-nama_worterbuch_kronlein_redivivus	Rust, Jr., Friedrich		Nama Wörterbuch (Krönlein Redivivus): J.G. Krönlein's Wortschatz der Khoi-Khoin		1969	rust_kronlein-redivivus1969 rust_kronlein-redivivus1969
Röhr-2011-decoding_information_status_by	Röhr, Christine and Baumann, Stefan		Decoding Information Status by Type and Position of Accent in German		2011	baumann-rohr_decoding-type2011
Salmons-1990-bilingual_discourse_marking_code	Salmons, Joe		Bilingual discourse marking: code switching, borrowing, and convergence in some German-American dialects		1990	salmons_borrowing-convergence1990
Salmons-1993-the_structure_of_the	Salmons, Joseph C.		The Structure of the Lexicon: Evidence from German Gender Assignment		1993	salmons_gender-assignment1993
Salzmann-2016-displaced_morphology_in_german	Salzmann, Martin and Barnickel, Katja and Naranjo, Matías Guzmán and Hein, Johannes and Korsah, Sampson and Murphy, Andrew and Paschen, Ludger and Puskar, Zorica and Zaleska, Joanna		Displaced morphology in German – Evidence for post-syntactic morphology		2016	barnickel-hein-korsah-murphy-naranjo-paschen-puskar-salzmann-zaleska_displaced-post2016
Salzmann-2017-reconstruction_and_resumption_in	Salzmann, M.		Reconstruction and resumption in indirect A′-dependencies: On the syntax of prolepsis and relativization in (Swiss) German and beyond		2017	salzmann_resumption-prolepsis2017
Salzmann-2019-displaced_morphology_in_german	Salzmann, Martin		Displaced morphology in German verb clusters. An argument for post-syntactic morphology		2019	salzmann_displaced-clusters2019
Sanchez-Stockhammer-2011-the_meaningfull_vocabulary_of	Sanchez-Stockhammer, Christina		The “meaning-full” vocabulary of English and German		2011	sanchez-stockhammer_meaning-full2011
Sauerland-1994-german_diathesis_and_verb	Sauerland, Uli		German diathesis and verb morphology		1994	sauerland_german-diathesis1994
Savela-2014-weighted_vowel_prototypes_in	Savela, Janne and Eerola, Osmo and Aaltonen, Olli		Weighted vowel prototypes in Finnish and German		2014	aaltonen-eerola-savela_weighted-prototypes2014
Sayer-1944-pidgin_english_a_text	Sayer, Edgar Sheppard		Pidgin English: a text book, history, and vocabulary of Pidgin English, for writers, travellers, students of the English language and philologists, also Anglo-Indian vocabulary		1944	sayer_travellers-philologists1944
Scheffler-2005-syntax_and_semantics_of	Scheffler, Tatjana		Syntax and semantics of causal denn in German		2005	scheffler_causal-denn2005
Schelletter-2001-negation_as_a_crosslinguistic	Schelletter, Christina		Negation as a Crosslinguistic Structure in a German-English Bilingual Child		2001	schelletter_crosslinguistic-child2001
Scherpenisse-1986-the_connection_between_base	Scherpenisse, Wim		The Connection Between Base Structure and Linearization Restrictions in German and Dutch		1986	scherpenisse_connection-linearization1986
Schiering-2009-from_documentation_to_grammatical	Schiering, René		From documentation to grammatical description: Prepositional phrases in Ruhrdeutsch		2009	schiering_prepositional-ruhrdeutsch2009
Schiller-2003-grammatical_feature_selection_in	Schiller, Niels O. and Caramazza, Alfonso		Grammatical feature selection in noun phrase production: Evidence from German and Dutch		2003	caramazza-schiller_feature-selection2003
Schleef-2009-a_crosscultural_comparison_of	Schleef, Erik		A cross-cultural comparison of the functions and sociolinguistic distribution of English and German tag questions and discourse markers in academic speech		2009	schleef_tag-academic2009
Schneider-2022-9_three_german_discourse	Schneider, Johannes		9. Three German discourse particles as speech act modifiers		2022	schneider_act-modifiers2022
Schröer-1907-grieb_chr_frs_dictionary	Schröer, Arnold		Grieb, Chr. Fr.'s dictionary of the English and German languages: Re-arranged, revised, and enlarged with special regard to pronunciation and etymology. Volume 2: German and English		1907	schroer_grieb-chr1907
Schubö-2020-phonetic_content_and_phonological	Schubö, Fabian and Zerbian, Sabine		Phonetic content and phonological structure affect pre-boundary lengthening in German		2020	schubo-zerbian_affect-lengthening2020
Schuhmacher-1986-verben_in_feldern_valenzworterbuch	Schuhmacher, Helmut		Verben in Feldern: Valenzwörterbuch zur Syntax und Semantik deutscher Verben		1986	schuhmacher_feldern-valenzworterbuch1986
Schulte_im_Walde-2002-a_subcategorisation_lexicon_for	Schulte im Walde, Sabine		A Subcategorisation Lexicon for German Verbs induced from a Lexicalised PCFG		2002	im_subcategorisation-pcfg2002
Schulte_im_Walde-2004-identification_quantitative_description_and	Schulte im Walde, Sabine		Identification, Quantitative Description, and Preliminary Distributional Analysis of German Particle Verbs		2004	im_quantitative-distributional2004
Schumacher-1986-verben_in_feldern_valenzworterbuch	Schumacher, Helmut		Verben in Feldern. Valenzwörterbuch zur Syntax und Semantik deutscher Verben		1986	schumacher_feldern-valenzworterbuch1986
Schumacher-2004-valbu__valenzworterbuch_deutscher	Schumacher, Helmut and Kubczak, Jacqueline and Schmidt, Renate and Ruiter, Vera de		VALBU – Valenzwörterbuch deutscher Verben [Valency dictionary for German verbs]		2004	kubczak-ruiter-schmidt-schumacher_valbu-valenzworterbuch2004
Schwabe-1842-the_englishmans_first_german	Schwabe, Ludwig		The Englishman's first German book, containing a guide to spelling and pronunciation, a progressive reader, and a concise grammar, arranged on an entirely new plan, calculated to facilitate the progress of the student		1842	schwabe_englishmans-calculated1842
Schwarz-2020-chapter_5_reduction_and	Schwarz, Christian		Chapter 5. Reduction and persistence of phonological dialect features in German		2020	schwarz_reduction-persistence2020
Schäfer-2005-german_adverbial_adjectives_syntactic	Schäfer, Martin		German adverbial adjectives: syntactic position and semantic interpretation		2005	schafer_adverbial-adjectives2005
Schäfer-2013-positions_and_interpretations_german	Schäfer, Martin		Positions and Interpretations. German Adverbial Adjectives at the Syntax-Semantics Interface		2013	schafer_positions-interpretations2013
Schäfer-2016-punctuation_and_syntactic_structure	Schäfer, Roland and Sayatz, Ulrike		Punctuation and syntactic structure in obwohl and weil clauses in nonstandard written German		2016	sayatz-schafer_obwohl-nonstandard2016
Schönenberger-2001-embedded_vtoc_in_child	Schönenberger, Manuela		Embedded V-to-C in child grammar: the acquisition of verb placement in Swiss German		2001	schonenberger_embedded-swiss2001
Schönpflug-2000-wordfragment_completions_in_the	Schönpflug, Ute		Word-fragment completions in the second (German) and third (English) language: A contribution to the organization of the trilingual speaker’s lexicon		2000	schonpflug_completions-trilingual2000
Scott-2014-the_genitive_phrase_in	Scott, Alan K		The genitive phrase in Dutch and German. A study of morphosyntactic change in codified languages		2014	scott_genitive-codified2014
Shannon-1992-toward_an_adequate_characterization	Shannon, Thomas F.		Toward an adequate characterization of relative clause extraposition in modern German		1992	shannon_adequate-characterization1992
Shaw-2001-synchronic_comparative_phonology_of	Shaw, Rameswar		Synchronic comparative phonology of Bengali and German		2001	shaw_synchronic-bengali2001 shaw_synchronic-bengali2001
Shores-1971-a_descriptive_syntax_of	Shores, David L.		A Descriptive Syntax of the Peterborough Chronicle from 1122-1154		1971	shores_peterborough-chronicle1971
Siebenhaar-2012-methodological_reflections_on_the	Siebenhaar, Beat and Leemann, Adrian		Methodological reflections on the phonetic– phonological continuum, illustrated on the prosody of Swiss German dialects		2012	leemann-siebenhaar_illustrated-swiss2012
Siebenhaar-2014-phonological_and_phonetic_considerations	Siebenhaar, Beat		Phonological and phonetic considerations for a classification of Swiss German dialects as a word language or a syllable language		2014	siebenhaar_considerations-swiss2014
Siepmann-1897-a_public_school_german	Siepmann, Otto		A public school German primer, comprising a first reader, grammar and exercises with some remarks on German pronunciation and full vocabularies		1897	siepmann_comprising-full1897
Sippel-2015-teacher_vs_peer_oral	Sippel, Lieselotte and Jackson, Carrie N.		Teacher vs. peer oral corrective feedback in the German language classroom		2015	jackson-sippel_peer-corrective2015
Smolka-2009-when_semantics_means_less	Smolka, Eva and Komlosi, Sarolta and Rösler, Frank		When Semantics means less than Morphology: The Processing of German Prefixed Verbs		2009	komlosi-rosler-smolka_less-prefixed2009
Smolka-2014-verstehen_understand_primes_stehen	Smolka, Eva and Preller, Katrin H. and Eulitz, Carsten		‘Verstehen’ (‘understand’) primes ‘stehen’ (‘stand’): Morphological structure overrides semantic compositionality in the lexical representation of German complex verbs		2014	eulitz-preller-smolka_stehen-overrides2014
Smolka-2019-when_morphological_structure_overrides	Smolka, Eva and Libben, Gary and Dressler, Wolfgang U.		When Morphological Structure Overrides Meaning: Evidence from German Prefix and Particle Verbs		2019	dressler-libben-smolka_overrides-prefix2019
Snell-Hornby-1984-the_linguistic_structure_of	Snell-Hornby, Mary		The linguistic structure of public directives in German and English		1984	snell-hornby_public-directives1984
Soames-1891-an_introduction_to_phonetics	Soames, Laura		An introduction to phonetics (English, French and German) with reading lessons and exercises		1891	soames_lessons-exercises1891
